date,lat_dd,long_dd,date_lag_0,lat_lo,lon_lo,P (dbar),salinity (psu),temp (in_situ),DO (umol/L),DO (umol/kg),pH,pCO2 (uatm)
6/25/2003,47.67138889,-125.06,6/25/2003,47.675676,-125.062706,203.2890719,33.8255203,6.307453129,112.4104293,109.3990647,7.675406469,952.3405215
6/25/2003,47.64722222,-124.9655556,6/25/2003,47.63964,-124.957096,139.2610048,33.48786723,6.833804251,129.4732815,126.0823211,7.698355538,904.5788813
6/26/2003,48.43861111,-124.8508333,6/26/2003,48.432432,-124.851485,321.7481885,33.90435089,6.179990122,135.4612813,131.7522406,7.703417225,866.4665565
6/26/2003,48.4,-125.1638889,6/26/2003,48.396396,-125.168317,163.6565992,33.83605159,6.382293029,141.1500291,137.3933484,7.700941797,881.2352956
6/26/2003,48.30666667,-125.2780556,6/26/2003,48.306306,-125.273927,161.8815602,33.63057154,6.574438396,124.360406,121.0737664,7.677981464,944.9169953
6/26/2003,48.26416667,-125.1308333,6/26/2003,48.27027,-125.141914,159.3614903,33.77616661,6.427581061,136.8090895,133.1772664,7.695656943,896.8087237
6/27/2003,48.0775,-124.9216667,6/27/2003,48.072072,-124.930693,85.68296431,33.60332238,6.763468881,125.8346383,122.5564764,7.694888874,918.2124289
6/27/2003,48.16138889,-124.9397222,6/27/2003,48.162162,-124.930693,112.111377,33.64467161,6.695257552,129.1844515,125.7991421,7.704197639,894.1757044
6/27/2003,48.02666667,-125.0519444,6/27/2003,48.018018,-125.062706,122.4001345,33.63979136,6.673813289,121.6659601,118.4720994,7.685251052,936.4707952
6/28/2003,47.96611111,-125.3530556,6/28/2003,47.963964,-125.353135,632.0605447,34.1893927,4.805254852,74.89686671,72.71664102,7.60889512,1071.507467
6/28/2003,47.91111111,-125.5563889,6/28/2003,47.90991,-125.564356,377.572373,34.11136337,5.605450794,88.34834255,85.88787066,7.630453707,1045.341929
6/29/2003,48.15972222,-125.3802778,6/29/2003,48.162162,-125.379538,111.584438,33.45299071,6.736836427,138.5424265,134.932554,7.725836586,846.3769944
6/29/2003,48.14027778,-125.3147222,6/29/2003,48.144144,-125.326733,124.4520295,33.43391934,6.85945366,138.0404256,134.4402349,7.720079054,857.5363398
6/29/2003,47.90611111,-124.9147222,6/29/2003,47.90991,-124.90429,89.87436074,33.52013978,6.765371061,133.0652513,129.6045793,7.713355736,876.0385388
6/30/2003,47.77555556,-124.91,6/30/2003,47.783784,-124.90429,99.74125647,33.42893219,6.904896862,134.4248281,130.9345665,7.712466484,877.6903891
6/30/2003,47.61027778,-125.4308333,6/30/2003,47.603604,-125.432343,934.7746686,34.30120269,3.697700119,50.36878495,48.82597289,7.570058339,1145.912161
6/30/2003,47.73888889,-125.5208333,6/30/2003,47.747748,-125.511551,958.343499,34.31574626,3.647422576,48.04599489,46.56864575,7.563867313,1160.07655
6/30/2003,47.68277778,-125.5080556,6/30/2003,47.675676,-125.511551,1103.654951,34.35440345,3.290649756,46.2825502,44.82728235,7.561823923,1146.363509
7/1/2003,47.22555556,-124.6294444,7/1/2003,47.225225,-124.640264,89.07861446,33.5385085,6.756905915,118.1406475,115.0667746,7.660633609,996.9809262
7/1/2003,46.96527778,-124.8605556,7/1/2003,46.972973,-124.851485,175.2585179,33.79763282,6.460557272,114.2349376,111.1932101,7.666538769,973.5920142
7/5/2003,46.34694444,-124.6713889,7/5/2003,46.342342,-124.666667,656.9966353,34.17566538,4.609978983,64.73174217,62.83960938,7.593920323,1113.492849
7/5/2003,46.63722222,-125.0430556,7/5/2003,46.630631,-125.036304,1072.38934,34.3453631,3.497942721,46.06331353,44.62254501,7.561729842,1153.301751
7/5/2003,46.76166667,-125.0783333,7/5/2003,46.756757,-125.089109,777.6797375,34.22793796,4.232402405,55.59992916,53.94104909,7.577111799,1145.375604
7/6/2003,46.22555556,-124.3644444,7/6/2003,46.234234,-124.376238,138.5506537,33.84898875,6.409212312,123.3525097,120.0823381,7.693444758,913.6032705
7/6/2003,46.26083333,-124.7088889,7/6/2003,46.252252,-124.719472,910.6329105,34.26374375,3.951980494,56.73724764,55.00852308,7.577993292,1123.183274
7/6/2003,46.01416667,-124.6577778,7/6/2003,46.018018,-124.666667,193.4494656,33.84684641,6.388358785,121.3083246,118.0630662,7.687548104,921.0577091
7/6/2003,45.92222222,-124.1588889,7/6/2003,45.927928,-124.165017,89.97945211,33.59225585,6.789952063,112.3862291,109.4576719,7.640846371,1044.898392
7/7/2003,45.82527778,-124.8033333,7/7/2003,45.81982,-124.79868,735.5831184,34.23333792,4.353053566,61.97993318,60.142625,7.590850679,1110.411952
7/7/2003,45.60055556,-124.3155556,7/7/2003,45.603604,-124.323432,158.0753734,33.75368283,6.552160798,102.6614504,99.94017779,7.621189186,1087.939109
7/7/2003,45.43611111,-124.4886111,7/7/2003,45.441441,-124.481848,414.8724571,34.08711828,5.851288378,99.76877906,96.97895939,7.648638894,991.036726
7/8/2003,45.44972222,-124.8808333,7/8/2003,45.441441,-124.877888,1003.886122,34.33064352,3.498183703,40.45772592,39.20465115,7.558890963,1176.84327
7/8/2003,45.2325,-124.8272222,7/8/2003,45.225225,-124.825083,756.8843685,34.21902592,4.165228023,49.74150671,48.26189759,7.572199187,1164.114967
7/8/2003,45.09333333,-124.9002778,7/8/2003,45.099099,-124.90429,784.4331837,34.2403541,4.08313366,44.3941692,43.06715845,7.565716643,1184.223113
7/8/2003,44.96416667,-124.7919444,7/8/2003,44.972973,-124.79868,629.6197105,34.16117395,4.838091295,62.91673665,61.08752308,7.591384895,1122.699084
7/8/2003,44.81111111,-124.8366667,7/8/2003,44.810811,-124.825083,364.1219342,34.03824949,5.966229279,95.28088908,92.64241464,7.64542302,1008.489347
7/9/2003,45.29972222,-124.3833333,7/9/2003,45.297297,-124.376238,312.2556677,33.99274219,6.151107776,97.2993927,94.63256034,7.635739777,1034.887812
7/9/2003,45.10138889,-124.3875,7/9/2003,45.099099,-124.376238,287.5414095,33.98515563,6.136068648,102.2167983,99.42657074,7.650961173,999.4926616
7/9/2003,44.88166667,-124.185,7/9/2003,44.882883,-124.191419,95.44288547,33.76626262,6.550346122,75.71462969,73.7276722,7.536599102,1344.939913
7/9/2003,44.755,-124.8547222,7/9/2003,44.756757,-124.851485,561.4006375,34.14246169,5.276578513,91.66105851,89.02939879,7.637038301,1002.861236
7/10/2003,44.42805556,-124.9716667,7/10/2003,44.432432,-124.983498,744.9677816,34.2379681,4.367787096,56.69678333,55.0136993,7.5807236,1139.019439
7/10/2003,44.56777778,-124.6016667,7/10/2003,44.576577,-124.613861,199.404032,33.78454668,6.597297014,100.2514717,97.57429158,7.615392161,1099.913896
7/10/2003,44.35083333,-124.6008333,7/10/2003,44.342342,-124.613861,93.21943168,33.74364593,6.760667349,96.59938457,94.06983076,7.601593498,1150.807715
7/10/2003,44.18777778,-124.3030556,7/10/2003,44.18018,-124.29703,78.89611583,33.78547088,6.926680975,96.41946619,93.89941523,7.610458943,1129.895048
7/11/2003,43.91805556,-124.7455556,7/11/2003,43.90991,-124.745875,201.6169391,33.97482946,6.690197558,83.31291051,81.07644905,7.606103847,1129.39215
7/11/2003,43.76861111,-124.8175,7/11/2003,43.765766,-124.825083,606.6699588,34.17174608,4.906815621,39.01783358,37.88735115,7.534490745,1291.970951
7/11/2003,43.59777778,-124.7822222,7/11/2003,43.603604,-124.772277,644.6919329,34.18222488,4.749684599,40.91583512,39.72253297,7.54096635,1265.965024
7/11/2003,43.60916667,-124.5711111,7/11/2003,43.603604,-124.561056,219.7383014,33.91447661,6.768067522,88.38641722,86.01167127,7.612055288,1109.525705
7/15/2003,43.37805556,-124.7805556,7/15/2003,43.369369,-124.772277,605.0507843,34.15724897,4.830805418,47.85028159,46.46434056,7.558276141,1216.868678
7/15/2003,43.08944444,-124.8686111,7/15/2003,43.081081,-124.877888,374.7345027,34.10653704,6.459791749,63.19503528,61.44304576,7.571836306,1212.482658
7/15/2003,42.89694444,-124.7216667,7/15/2003,42.900901,-124.719472,133.3812696,33.90159074,8.025463756,147.9374582,144.0452314,7.724286189,857.8772724
7/15/2003,42.97583333,-124.7244444,7/15/2003,42.972973,-124.719472,142.7672278,33.97268685,7.871856921,126.8890761,123.5359458,7.646637608,1036.35246
7/16/2003,43.04388889,-124.7194444,7/16/2003,43.045045,-124.719472,162.9063253,33.86177882,7.223708443,101.7478747,99.04948535,7.6176759,1102.543765
7/16/2003,43.04472222,-125.0025,7/16/2003,43.045045,-125.009901,1019.345256,34.35982557,3.55410709,34.30282207,33.23758994,7.551506851,1199.823295
7/16/2003,42.99527778,-124.8638889,7/16/2003,42.990991,-124.851485,216.4634606,34.02405115,7.703591053,109.4451539,106.5113065,7.641681243,1039.934596
7/16/2003,42.89666667,-124.8311111,7/16/2003,42.900901,-124.825083,226.3472056,34.02517041,7.990023171,120.3636196,117.1367748,7.66985132,970.421325
7/17/2003,42.78,-124.7191667,7/17/2003,42.774775,-124.719472,197.7098216,34.05496879,7.56953369,96.74765153,94.15802403,7.635312082,1058.143898
7/17/2003,42.69305556,-124.8619444,7/17/2003,42.684685,-124.851485,605.5794188,34.16520327,4.96643608,43.64849823,42.38458741,7.544271476,1257.643427
7/17/2003,42.61083333,-124.6841667,7/17/2003,42.612613,-124.693069,222.1926858,34.06948961,7.402330947,87.00086628,84.65989344,7.631316929,1065.3375
7/17/2003,42.45861111,-124.8108333,7/17/2003,42.45045,-124.79868,390.7826782,34.04092711,5.860677137,59.7107299,58.04943263,7.569797633,1209.330106
7/18/2003,42.38972222,-124.8663889,7/18/2003,42.396396,-124.877888,1307.506463,34.45618274,3.260803815,31.52902857,30.50771172,7.545495705,1177.959696
7/18/2003,42.26805556,-124.835,7/18/2003,42.27027,-124.825083,602.3064849,34.17053556,5.103786783,36.40520763,35.35202715,7.525406154,1321.034016
7/18/2003,42.27111111,-124.72,7/18/2003,42.27027,-124.719472,490.397542,34.08732618,5.61474003,50.68852867,49.25303518,7.542245985,1278.843916
7/18/2003,42.13638889,-124.5244444,7/18/2003,42.144144,-124.534653,154.0936273,33.95129251,7.469747861,112.5994482,109.6138776,7.69179744,922.9242838
7/19/2003,42.10694444,-124.6683333,7/19/2003,42.108108,-124.666667,522.7118357,34.06250906,5.394623327,60.16271795,58.44998261,7.564688708,1203.361661
9/1/2003,46.43916667,-124.6411111,9/1/2003,46.432432,-124.640264,956.9360573,34.3190709,3.61303261,55.3908,53.68760875,7.578770384,1114.364505
9/1/2003,46.61583333,-125.0197222,9/1/2003,46.612613,-125.009901,1210.361955,34.41105149,3.096771314,45.82982336,44.36488232,7.561838942,1133.110411
9/2/2003,46.73583333,-125.1633333,9/2/2003,46.738739,-125.168317,922.2052218,34.30902035,3.752307625,48.03473819,46.56604266,7.567901719,1156.070085
9/2/2003,47.34027778,-124.8919444,9/2/2003,47.333333,-124.90429,796.6468958,34.22104081,3.953992038,61.27523661,59.44034703,7.588556167,1106.892277
9/2/2003,47.29111111,-124.8544444,9/2/2003,47.297297,-124.851485,298.7545691,34.00023092,6.230938366,91.61865546,89.11332541,7.623751581,1073.647106
9/3/2003,47.55,-125.2563889,9/3/2003,47.54955,-125.247525,713.1117966,34.1967454,4.498763094,57.81079444,56.10524237,7.577931516,1151.733635
9/3/2003,47.61111111,-125.3608333,9/3/2003,47.603604,-125.353135,874.2004296,34.27131042,3.94126406,51.01263749,49.46598511,7.567965368,1159.073625
9/3/2003,47.68444444,-125.4677778,9/3/2003,47.675676,-125.458746,1084.13111,34.34527714,3.385830207,45.82730558,44.39100556,7.558710291,1157.899846
9/3/2003,47.70805556,-125.2988889,9/3/2003,47.711712,-125.30033,911.9470637,34.29418347,3.758899313,51.2721676,49.70734809,7.567680959,1152.43436
9/3/2003,47.84861111,-125.3841667,9/3/2003,47.855856,-125.379538,907.9075673,34.2772786,3.77443007,60.31820822,58.47921621,7.582183127,1107.370536
9/3/2003,47.91138889,-125.5088889,9/3/2003,47.90991,-125.511551,505.4970822,34.1207985,5.271910366,82.7294282,80.37551679,7.613597604,1072.631654
9/4/2003,47.93361111,-125.5833333,9/4/2003,47.927928,-125.590759,281.415764,33.99167187,6.086954475,106.818439,103.9043087,7.658526947,982.2282953
9/4/2003,48.01,-125.3872222,9/4/2003,48.018018,-125.379538,418.3566539,34.10209873,5.880784861,99.63869997,96.85027507,7.637620236,1017.87216
9/4/2003,47.99861111,-125.4241667,9/4/2003,48,-125.432343,282.4375404,34.04089598,6.174569249,110.8810791,107.8527651,7.662335302,970.7191812
9/5/2003,47.97472222,-125.2116667,9/5/2003,47.981982,-125.221122,161.1397625,33.65263566,6.635575995,115.739651,112.6801091,7.665477887,976.4684709
9/5/2003,48.15055556,-125.2875,9/5/2003,48.144144,-125.30033,148.5547544,33.56556988,6.769920567,135.4811549,131.9184308,7.711198078,870.8326169
9/5/2003,48.13583333,-125.0633333,9/5/2003,48.144144,-125.062706,201.5975118,33.82109282,6.411724577,115.0771243,111.9970022,7.65981119,982.53703
9/6/2003,48.38194444,-124.9230556,9/6/2003,48.378378,-124.930693,171.9190908,33.80251707,6.407914595,120.79625,117.5803203,7.647713773,1005.638693
9/6/2003,48.26055556,-124.9486111,9/6/2003,48.252252,-124.957096,189.4629723,33.79598787,6.532682652,119.6816237,116.4887727,7.678213255,942.3050468
9/6/2003,48.26972222,-124.9044444,9/6/2003,48.27027,-124.90429,109.1904457,33.44991003,6.940535156,135.8655699,132.330958,7.722051632,854.2578082
9/6/2003,48.14527778,-124.9213889,9/6/2003,48.144144,-124.930693,106.0579548,33.41842222,6.982258177,137.6150109,134.040613,7.727029564,843.7603625
9/6/2003,48.01666667,-124.89,9/6/2003,48.018018,-124.877888,60.97265612,33.13610164,7.476392556,147.4812665,143.7203214,7.719865856,858.3991113
9/6/2003,47.86277778,-124.9597222,9/6/2003,47.855856,-124.957096,107.1189892,33.49045762,6.879375851,123.8587782,120.6327295,7.674291276,957.9379038
9/7/2003,47.75138889,-124.8616667,9/7/2003,47.747748,-124.851485,93.29355326,33.44177805,6.919653784,119.9965706,116.8833648,7.658219514,997.6246677
9/7/2003,47.63472222,-125.0688889,9/7/2003,47.63964,-125.062706,194.7114342,33.70785223,6.612330031,107.4004733,104.5409276,7.636104229,1045.149917
9/7/2003,47.65333333,-124.8541667,9/7/2003,47.657658,-124.851485,101.8160807,33.44838108,6.977159763,110.9299772,108.0481647,7.618922188,1096.12836
9/7/2003,47.47888889,-124.8352778,9/7/2003,47.477477,-124.825083,183.2179342,33.62041955,6.683013493,112.9798076,109.9858048,7.655399625,998.6918114
9/7/2003,47.02611111,-124.8436111,9/7/2003,47.027027,-124.851485,155.5504416,33.61635594,6.93000145,121.7049897,118.4986731,7.684113948,935.7155263
9/8/2003,46.93972222,-124.8316667,9/8/2003,46.936937,-124.825083,281.620918,33.83834375,6.51813399,114.8748031,111.7601779,7.666479806,961.9231398
9/8/2003,46.58305556,-124.4008333,9/8/2003,46.576577,-124.40264,90.31366884,33.42285698,7.177043549,119.9359179,116.8316052,7.658801864,1000.047308
9/12/2003,46.28305556,-124.8458333,9/12/2003,46.288288,-124.851485,796.5090757,34.24517879,4.31060348,59.112798,57.34409982,7.582057433,1127.938267
9/12/2003,46.11944444,-124.6525,9/12/2003,46.126126,-124.640264,163.9860049,33.62309668,6.989294053,108.5510608,105.6876033,7.62998958,1065.154571
9/12/2003,46.13333333,-124.7936111,9/12/2003,46.126126,-124.79868,766.4596375,34.26046467,4.180159437,53.37678151,51.78522842,7.577342451,1147.777544
9/12/2003,46.04361111,-124.9461111,9/12/2003,46.036036,-124.957096,992.3882822,34.35212747,3.509521969,40.18207359,38.93894086,7.561098048,1172.465617
9/13/2003,45.84138889,-124.6672222,9/13/2003,45.837838,-124.666667,214.0186764,33.74884748,6.778155541,98.89520524,96.25287379,7.602744697,1131.363012
9/13/2003,46.03138889,-124.3327778,9/13/2003,46.036036,-124.323432,111.085431,33.61709304,7.040649223,113.9674728,110.9887502,7.64249301,1038.419758
9/13/2003,45.73833333,-124.3819444,9/13/2003,45.72973,-124.376238,151.567535,33.68368275,6.928637363,111.4059804,108.4673236,7.643511634,1031.67472
9/13/2003,45.55972222,-124.1869444,9/13/2003,45.567568,-124.191419,114.5146401,33.43911708,7.345219809,123.9122379,120.6931934,7.642537255,1036.323807
9/14/2003,45.60638889,-124.8213889,9/14/2003,45.603604,-124.825083,1077.433532,34.37012087,3.273453909,40.37874317,39.11312766,7.560692695,1160.097783
9/14/2003,45.36027778,-124.7702778,9/14/2003,45.351351,-124.772277,552.1326893,34.12096721,5.273577789,68.26862036,66.31241412,7.594246661,1126.221584
