date,lat_dd,long_dd,date_lag_4yearminus,lat_lo,lon_lo,P (dbar),salinity (psu),temp (in_situ),DO (umol/L),DO (umol/kg),pH,pCO2 (uatm)
9/12/2003,46.43222222,-124.6327778,9/12/1999,46.432432,-124.640264,956.9360506,34.33351551,3.982658278,55.20194834,53.50635101,7.584640864,1102.146402
9/12/2003,46.15166667,-124.7666667,9/12/1999,46.144144,-124.772277,739.1120135,34.22339799,4.504667781,56.13882316,54.47522766,7.589468475,1119.521634
9/13/2003,46.0475,-124.83,9/13/1999,46.054054,-124.825083,433.6341935,34.10931409,5.817767388,72.42529141,70.39268454,7.61020656,1099.200022
9/13/2003,46.07472222,-124.7155556,9/13/1999,46.072072,-124.719472,327.4762591,34.04331433,6.343255829,99.78109299,97.03841414,7.660783597,976.4285547
9/13/2003,45.95111111,-124.3652778,9/13/1999,45.945946,-124.376238,139.4740821,33.76677569,7.307297644,120.2527261,117.085755,7.682274486,943.8991907
9/13/2003,45.79111111,-124.525,9/13/1999,45.783784,-124.534653,180.3750794,33.93883814,6.743481873,109.6246729,106.6957197,7.681170478,943.2207105
9/14/2003,45.72277778,-124.3047222,9/14/1999,45.72973,-124.29703,140.0965877,33.87726753,6.958132526,107.1921583,104.3549622,7.667787139,979.3915856
9/14/2003,45.59361111,-124.7747222,9/14/1999,45.585586,-124.772277,588.2621386,34.1897596,5.300373369,65.86418724,63.96338823,7.598619635,1110.178309
9/14/2003,45.36972222,-124.7119444,9/14/1999,45.369369,-124.719472,490.5449407,34.14847842,5.806315584,77.61463868,75.41489139,7.611519043,1082.513183
9/14/2003,45.29694444,-124.5663889,9/14/1999,45.297297,-124.561056,447.7605417,34.13160602,5.776192589,77.90443897,75.71158275,7.611313659,1086.50464
9/14/2003,45.09472222,-124.2597222,9/14/1999,45.099099,-124.270627,171.8523548,33.87167085,7.073785272,97.81309631,95.2125294,7.640016618,1046.350609
9/15/2003,45.1375,-124.51,9/15/1999,45.135135,-124.508251,361.488991,34.08184264,6.117262151,76.78106117,74.65473788,7.609419383,1105.654917
9/15/2003,45.12972222,-124.7266667,9/15/1999,45.135135,-124.719472,445.1913018,34.10325631,5.702930702,71.89287333,69.87088838,7.607643311,1101.303748
9/15/2003,45.09027778,-124.7072222,9/15/1999,45.099099,-124.719472,364.0652878,34.06844789,6.137693234,78.43518326,76.26316971,7.61570669,1089.638746
9/15/2003,44.95444444,-125.0286111,9/15/1999,44.954955,-125.036304,1059.855499,34.36060182,3.621881993,44.22064625,42.84004378,7.571660565,1134.464856
9/15/2003,44.60638889,-125.0972222,9/15/1999,44.612613,-125.089109,968.724434,34.30128228,3.738211684,43.96482628,42.6119593,7.567607591,1149.982462
9/16/2003,44.93166667,-124.4827778,9/16/1999,44.936937,-124.481848,315.4703684,34.01237661,6.56768283,90.76490307,88.27947087,7.634234219,1045.16064
9/16/2003,44.69694444,-124.4205556,9/16/1999,44.702703,-124.429043,109.1511713,33.71842744,7.443898878,107.7312052,104.9140683,7.634239841,1065.66971
9/16/2003,44.51083333,-124.2463889,9/16/1999,44.504505,-124.244224,70.64440671,33.71598166,7.509701752,89.70986678,87.38001047,7.56353149,1269.481303
9/16/2003,44.33277778,-124.3083333,9/16/1999,44.324324,-124.29703,71.48356209,33.70461304,7.665136112,63.07881698,61.44224887,7.458361822,1634.411211
9/16/2003,43.93722222,-124.2883333,9/16/1999,43.945946,-124.29703,100.2937936,33.79996265,7.836896837,78.99748594,76.93427079,7.518491358,1412.938678
9/17/2003,44.12166667,-124.9925,9/17/1999,44.126126,-124.983498,422.4927749,34.11077101,6.140909588,65.03891134,63.21938492,7.589148656,1156.045403
9/17/2003,44.45166667,-124.8930556,9/17/1999,44.45045,-124.90429,429.5467175,34.12235195,6.09396988,67.11110098,65.23055109,7.592521916,1145.218657
9/17/2003,43.63,-125.0497222,9/17/1999,43.621622,-125.062706,951.0939844,34.33854948,3.852333398,35.48583,34.39606696,7.556289305,1194.52922
9/17/2003,43.44305556,-124.8766667,9/17/1999,43.441441,-124.877888,616.2113545,34.16777962,4.91201848,41.56911078,40.3631471,7.559703743,1218.797996
9/18/2003,43.7125,-124.6427778,9/18/1999,43.711712,-124.640264,354.7012699,34.12320141,6.863063524,70.93175446,68.97431563,7.599642148,1134.460782
9/24/2003,43.27361111,-124.7036111,9/24/1999,43.279279,-124.693069,253.5459918,33.99819964,7.33891899,89.5730818,87.15465786,7.624614485,1077.635387
9/24/2003,43.25666667,-124.9516667,9/24/1999,43.261261,-124.957096,929.828764,34.34213521,3.763115567,34.38870582,33.33533871,7.552694567,1201.927461
9/24/2003,42.94194444,-124.8416667,9/24/1999,42.936937,-124.851485,195.8488508,33.82415958,7.604730126,109.7801567,106.8618402,7.661963666,988.2861936
9/25/2003,42.88,-124.8944444,9/25/1999,42.882883,-124.90429,414.6197385,34.11324722,6.312102176,59.6835768,58.01711192,7.586592065,1165.781802
9/25/2003,42.86916667,-124.8263889,9/25/1999,42.864865,-124.825083,283.4835102,34.04234873,7.282045064,84.39830017,82.10519168,7.62531296,1073.121055
9/25/2003,42.70138889,-124.6794444,9/25/1999,42.702703,-124.666667,151.2016302,34.0182737,8.64757211,124.623385,121.3354847,7.73570329,834.1522572
9/27/2003,42.59111111,-124.7122222,9/27/1999,42.594595,-124.719472,264.1815421,34.12400159,7.675816071,88.28600788,85.89417793,7.661836666,986.559627
9/27/2003,42.35888889,-124.6719444,9/27/1999,42.36036,-124.666667,159.9551112,34.07383919,8.275424342,99.00909987,96.38365864,7.681613035,952.9917435
6/24/2003,46.15666667,-124.5155556,6/24/1999,46.162162,-124.508251,137.950049,33.56302027,7.469170022,144.8052925,141.0179837,7.75017805,800.1659722
6/24/2003,46.50388889,-124.7325,6/24/1999,46.504505,-124.719472,617.3945941,34.19190983,4.720319756,73.04096369,70.91858414,7.625919279,1032.540685
6/24/2003,46.755,-124.5427778,6/24/1999,46.756757,-124.534653,101.7885183,33.77245829,6.993423293,117.6177076,114.5339759,7.67008968,978.9287652
6/25/2003,47.60194444,-124.8155556,6/25/1999,47.603604,-124.825083,102.8019494,33.48814236,7.264634599,108.8895558,106.0611493,7.583493434,1202.373709
6/25/2003,47.67138889,-125.06,6/25/1999,47.675676,-125.062706,203.2912393,34.00249199,6.524281173,113.7028399,110.6449337,7.689584262,922.830366
6/25/2003,47.64722222,-124.9655556,6/25/1999,47.63964,-124.957096,139.2627033,33.74722255,6.828865023,130.6163823,127.1700978,7.716684782,867.5825353
6/26/2003,48.43861111,-124.8508333,6/26/1999,48.432432,-124.851485,321.7483638,33.98889702,6.344075567,133.3823095,129.7246386,7.697773069,882.9102473
6/26/2003,48.4,-125.1638889,6/26/1999,48.396396,-125.168317,163.6575336,33.9548215,6.426020392,138.6151583,134.914454,7.689740844,910.6509139
6/26/2003,48.30666667,-125.2780556,6/26/1999,48.306306,-125.273927,161.8828568,33.80101989,6.768579514,125.6873085,122.3526899,7.681364084,940.1797947
6/26/2003,48.26416667,-125.1308333,6/26/1999,48.27027,-125.141914,159.3623852,33.90418373,6.515371753,136.1541441,132.5283324,7.686069399,920.6310639
6/27/2003,48.0775,-124.9216667,6/27/1999,48.072072,-124.930693,85.68351645,33.52418696,7.176403673,139.1199972,135.5113985,7.710243737,885.703822
6/27/2003,48.16138889,-124.9397222,6/27/1999,48.162162,-124.930693,112.1118699,33.65412851,7.005979768,130.3373694,126.9263073,7.701372117,903.3756065
6/27/2003,48.02666667,-125.0519444,6/27/1999,48.018018,-125.062706,122.4012015,33.7385296,6.901639521,124.4393716,121.1672176,7.700237297,906.1056362
6/28/2003,47.96611111,-125.3530556,6/28/1999,47.963964,-125.353135,632.0617821,34.20095223,4.703536469,83.32488069,80.89759113,7.642674812,983.8715019
6/28/2003,47.91111111,-125.5563889,6/28/1999,47.90991,-125.564356,377.5730538,34.13897714,5.80178797,91.4155654,88.87006093,7.648774282,1002.352097
6/29/2003,48.15972222,-125.3802778,6/29/1999,48.162162,-125.379538,111.5844176,33.65193909,7.132915631,147.0128966,143.1681233,7.750586199,800.5369233
6/29/2003,48.14027778,-125.3147222,6/29/1999,48.144144,-125.326733,124.4521043,33.65916647,7.098472716,143.7249045,139.9566443,7.739609303,821.1663925
6/29/2003,47.90611111,-124.9147222,6/29/1999,47.90991,-124.90429,89.87393769,33.48499424,7.27036331,127.9736459,124.657169,7.668202126,981.8755301
6/30/2003,47.77555556,-124.91,6/30/1999,47.783784,-124.90429,99.74159989,33.57180504,7.076623406,125.5602023,122.2894984,7.672817064,969.8078318
6/30/2003,47.61027778,-125.4308333,6/30/1999,47.603604,-125.432343,934.7752096,34.31611733,3.688441924,48.92382058,47.42466659,7.578227923,1124.763375
6/30/2003,47.73888889,-125.5208333,6/30/1999,47.747748,-125.511551,958.3439623,34.32315614,3.670867347,47.1783892,45.72758594,7.572826329,1138.080175
6/30/2003,47.68277778,-125.5080556,6/30/1999,47.675676,-125.511551,1103.655361,34.36088735,3.396262406,45.70493854,44.26816987,7.566907294,1134.021452
7/1/2003,47.22555556,-124.6294444,7/1/1999,47.225225,-124.640264,89.07884888,33.5702157,7.166318542,89.56445044,87.23672971,7.52335343,1391.851809
7/1/2003,46.96527778,-124.8605556,7/1/1999,46.972973,-124.851485,175.2594874,33.86860709,6.840752108,119.7663021,116.5768436,7.692972284,918.7932931
7/5/2003,46.34694444,-124.6713889,7/5/1999,46.342342,-124.666667,656.9977295,34.19609044,4.734989659,67.85492862,65.87147843,7.611328226,1067.454341
7/5/2003,46.63722222,-125.0430556,7/5/1999,46.630631,-125.036304,1072.391482,34.35137359,3.477460555,49.08468845,47.54907858,7.577920034,1107.53653
7/5/2003,46.76166667,-125.0783333,7/5/1999,46.756757,-125.089109,777.6820376,34.24874189,4.170506719,54.08556587,52.47064129,7.590974465,1110.276201
7/6/2003,46.22555556,-124.3644444,7/6/1999,46.234234,-124.376238,138.5507366,33.90866553,6.960346566,129.3343256,125.9090042,7.715269092,870.7746518
7/6/2003,46.26083333,-124.7088889,7/6/1999,46.252252,-124.719472,910.6335302,34.27505133,3.890247755,59.33174242,57.52304174,7.597140429,1071.432152
7/6/2003,46.01416667,-124.6577778,7/6/1999,46.018018,-124.666667,193.4504012,33.81672543,7.095153023,125.249641,121.9133099,7.706391471,886.3423873
7/6/2003,45.92222222,-124.1588889,7/6/1999,45.927928,-124.165017,89.97930891,33.51368323,7.695402049,152.9377395,148.9798381,7.746545001,810.506892
7/7/2003,45.82527778,-124.8033333,7/7/1999,45.81982,-124.79868,735.5838531,34.21303411,4.446333292,53.06993927,51.49816032,7.587095971,1126.154159
7/7/2003,45.60055556,-124.3155556,7/7/1999,45.603604,-124.323432,158.075618,33.71134944,7.210780886,112.8925733,109.9134069,7.630696792,1067.220125
7/7/2003,45.43611111,-124.4886111,7/7/1999,45.441441,-124.481848,414.8732571,34.11749077,5.890784773,86.57705142,84.15459946,7.633951687,1031.019335
7/8/2003,45.44972222,-124.8808333,7/8/1999,45.441441,-124.877888,1003.887193,34.34507608,3.570050172,43.09858587,41.76361093,7.568463662,1147.695437
7/8/2003,45.2325,-124.8272222,7/8/1999,45.225225,-124.825083,756.8857001,34.23417317,4.303867259,58.10160737,56.37355312,7.597721995,1091.529828
7/8/2003,45.09333333,-124.9002778,7/8/1999,45.099099,-124.90429,784.4342413,34.25585049,4.200388214,51.44750504,49.90977386,7.585838849,1123.639223
7/8/2003,44.96416667,-124.7919444,7/8/1999,44.972973,-124.79868,629.6208224,34.18824742,5.004618595,71.04897898,68.98333948,7.618100996,1051.789392
7/8/2003,44.81111111,-124.8366667,7/8/1999,44.810811,-124.825083,364.1228036,34.12920765,6.071566774,85.77771057,83.39773177,7.640579394,1025.035026
7/9/2003,45.29972222,-124.3833333,7/9/1999,45.297297,-124.376238,312.2570267,34.10223688,6.253741976,96.62219915,93.96732566,7.65233662,996.9546219
7/9/2003,45.10138889,-124.3875,7/9/1999,45.099099,-124.376238,287.5435772,34.0930174,6.248685696,104.3426625,101.4875143,7.66861054,959.2601453
7/9/2003,44.88166667,-124.185,7/9/1999,44.882883,-124.191419,95.44386701,33.74900042,7.23287019,123.1005651,119.8826082,7.683695347,945.2442767
7/9/2003,44.755,-124.8547222,7/9/1999,44.756757,-124.851485,561.4015396,34.14278399,5.551536693,81.47810277,79.14157224,7.630145257,1025.458502
7/10/2003,44.42805556,-124.9716667,7/10/1999,44.432432,-124.983498,744.9688635,34.24791332,4.383933492,52.50898686,50.94993148,7.585644142,1125.829271
7/10/2003,44.56777778,-124.6016667,7/10/1999,44.576577,-124.613861,199.40477,33.97997384,6.669498172,91.28079787,88.83076829,7.620595391,1092.169969
7/10/2003,44.35083333,-124.6008333,7/10/1999,44.342342,-124.613861,93.22058279,33.86902761,6.959193052,101.4900804,98.82529342,7.631990731,1073.606235
7/10/2003,44.18777778,-124.3030556,7/10/1999,44.18018,-124.29703,78.89686667,33.81632129,7.328487894,48.91608312,47.63906401,7.433066757,1738.710123
7/11/2003,43.91805556,-124.7455556,7/11/1999,43.90991,-124.745875,201.6164899,34.03888334,6.871587614,82.46404899,80.2484046,7.617864151,1101.438486
7/11/2003,43.76861111,-124.8175,7/11/1999,43.765766,-124.825083,606.6707359,34.17782632,4.843970229,37.13604918,36.0596779,7.545138314,1261.055045
7/11/2003,43.59777778,-124.7822222,7/11/1999,43.603604,-124.772277,644.6942505,34.20911763,4.635576581,31.92519777,30.99303254,7.534589893,1287.731117
7/11/2003,43.60916667,-124.5711111,7/11/1999,43.603604,-124.561056,219.7404199,34.00489863,7.047162491,82.93919286,80.70829752,7.612767627,1112.955409
7/15/2003,43.37805556,-124.7805556,7/15/1999,43.369369,-124.772277,605.0535647,34.17000901,4.715783235,43.01690813,41.76994213,7.560985508,1210.400584
7/15/2003,43.08944444,-124.8686111,7/15/1999,43.081081,-124.877888,374.7373468,34.08204087,6.050229869,55.93185728,54.37926974,7.578141647,1192.780555
7/15/2003,42.89694444,-124.7216667,7/15/1999,42.900901,-124.719472,133.3839704,34.00612354,7.401232925,89.56238027,87.1912104,7.622524505,1097.139804
7/15/2003,42.97583333,-124.7244444,7/15/1999,42.972973,-124.719472,142.7698497,33.98276264,7.333939497,89.93906307,87.55498087,7.602923998,1147.991882
7/16/2003,43.04388889,-124.7194444,7/16/1999,43.045045,-124.719472,162.9087583,33.97272665,7.352075672,88.22422504,85.87873926,7.593949982,1170.650017
7/16/2003,43.04472222,-125.0025,7/16/1999,43.045045,-125.009901,1019.348216,34.37661236,3.756894593,28.05359123,27.18273672,7.54318256,1224.721454
7/16/2003,42.99527778,-124.8638889,7/16/1999,42.990991,-124.851485,216.4664655,34.02032241,7.279369562,87.40837245,85.06027198,7.611259046,1116.737504
7/16/2003,42.89666667,-124.8311111,7/16/1999,42.900901,-124.825083,226.3502236,34.03008192,7.122007235,83.79774059,81.54062497,7.619888513,1092.630035
7/17/2003,42.78,-124.7191667,7/17/1999,42.774775,-124.719472,197.7117053,34.00875148,7.322364063,91.23998642,88.79772715,7.631127946,1066.545553
7/17/2003,42.69305556,-124.8619444,7/17/1999,42.684685,-124.851485,605.5816724,34.18741252,5.075891755,37.89198442,36.79463786,7.53806241,1280.86737
7/17/2003,42.61083333,-124.6841667,7/17/1999,42.612613,-124.693069,222.1934958,33.99210245,7.181037295,95.56876815,92.9998551,7.647526498,1020.87981
7/17/2003,42.45861111,-124.8108333,7/17/1999,42.45045,-124.79868,390.7832651,34.06630967,6.144651929,63.23407789,61.47585485,7.585070217,1166.764473
7/18/2003,42.38972222,-124.8663889,7/18/1999,42.396396,-124.877888,1307.506327,34.44727408,3.122504207,27.00792785,26.13279554,7.540163317,1191.541443
7/18/2003,42.26805556,-124.835,7/18/1999,42.27027,-124.825083,602.3065136,34.17796868,4.941440679,25.61377278,24.87212653,7.51331721,1362.029164
7/18/2003,42.27111111,-124.72,7/18/1999,42.27027,-124.719472,490.3977016,34.11737628,5.448444979,46.35397361,45.03923803,7.545642704,1268.301505
7/18/2003,42.13638889,-124.5244444,7/18/1999,42.144144,-124.534653,154.0933795,33.95919618,7.323999087,111.680337,108.7162645,7.703823704,895.1278497
7/19/2003,42.10694444,-124.6683333,7/19/1999,42.108108,-124.666667,522.7108166,34.10179077,5.541010329,52.69842165,51.19761951,7.564290021,1207.297615
9/1/2003,46.43916667,-124.6411111,9/1/1999,46.432432,-124.640264,956.9357535,34.29077235,3.829431678,56.9748631,55.22559505,7.590256841,1083.99966
9/1/2003,46.61583333,-125.0197222,9/1/1999,46.612613,-125.009901,1210.363209,34.37872713,3.269023636,50.07920439,48.48063013,7.574937619,1094.412665
9/2/2003,46.73583333,-125.1633333,9/2/1999,46.738739,-125.168317,922.2052124,34.29598722,3.804066306,52.4677453,50.86432769,7.584656827,1106.345842
9/2/2003,47.34027778,-124.8919444,9/2/1999,47.333333,-124.90429,796.6456799,34.24904897,4.355814427,59.15829971,57.38833723,7.591806086,1103.945257
9/2/2003,47.29111111,-124.8544444,9/2/1999,47.297297,-124.851485,298.753265,34.00327162,6.524555906,96.19340862,93.56640122,7.647662508,1014.826508
9/3/2003,47.55,-125.2563889,9/3/1999,47.54955,-125.247525,713.1113419,34.21381417,4.564878905,60.08459737,58.3116945,7.594222629,1107.739739
9/3/2003,47.61111111,-125.3608333,9/3/1999,47.603604,-125.353135,874.2001307,34.28110192,4.102392484,50.4124576,48.88458527,7.578308727,1134.478474
9/3/2003,47.68444444,-125.4677778,9/3/1999,47.675676,-125.458746,1084.130819,34.34654864,3.53359736,44.71256091,43.31192341,7.565073094,1144.089385
9/3/2003,47.70805556,-125.2988889,9/3/1999,47.711712,-125.30033,911.946234,34.27499195,4.047340657,51.11944645,49.56173613,7.577692484,1129.98197
9/3/2003,47.84861111,-125.3841667,9/3/1999,47.855856,-125.379538,907.906299,34.27731713,3.989466777,54.99203552,53.31680747,7.58429775,1107.939762
9/3/2003,47.91138889,-125.5088889,9/3/1999,47.90991,-125.511551,505.4959656,34.12281049,5.301844899,79.54603447,77.28285602,7.624940707,1046.790777
9/4/2003,47.93361111,-125.5833333,9/4/1999,47.927928,-125.590759,281.4147491,34.06598863,6.726643225,102.1965827,99.4112996,7.654818514,998.6473528
9/4/2003,48.01,-125.3872222,9/4/1999,48.018018,-125.379538,418.3550805,34.11828071,5.968043785,104.8720963,101.9371543,7.662772707,958.506589
9/4/2003,47.99861111,-125.4241667,9/4/1999,48,-125.432343,282.4360631,34.0423115,6.419588804,115.9333132,112.7705733,7.683534108,923.9981799
9/5/2003,47.97472222,-125.2116667,9/5/1999,47.981982,-125.221122,161.1380647,33.66102665,7.296863017,130.4787188,127.0401127,7.704086485,892.6457973
9/5/2003,48.15055556,-125.2875,9/5/1999,48.144144,-125.30033,148.5534651,33.72095923,7.155541114,134.7802238,131.2272106,7.723089281,851.6566019
9/5/2003,48.13583333,-125.0633333,9/5/1999,48.144144,-125.062706,201.5956635,33.86855598,6.834596609,130.7829612,127.2849936,7.710228218,871.3390923
9/6/2003,48.38194444,-124.9230556,9/6/1999,48.378378,-124.930693,171.917553,33.85707747,6.757041693,136.454564,132.822337,7.697760762,893.5755065
9/6/2003,48.26055556,-124.9486111,9/6/1999,48.252252,-124.957096,189.4615021,33.81000592,6.941342432,139.1218026,135.4162319,7.732986817,824.5216364
9/6/2003,48.26972222,-124.9044444,9/6/1999,48.27027,-124.90429,109.189065,33.50326278,7.625233226,154.2646269,150.2592059,7.771758766,757.7623907
9/6/2003,48.14527778,-124.9213889,9/6/1999,48.144144,-124.930693,106.0565614,33.47907938,7.611056593,152.7520934,148.7905293,7.770813217,760.5659277
9/6/2003,48.01666667,-124.89,9/6/1999,48.018018,-124.877888,60.9714612,33.15590941,7.999602467,166.0880219,161.8619956,7.787015224,731.4920962
9/6/2003,47.86277778,-124.9597222,9/6/1999,47.855856,-124.957096,107.1176211,33.40444907,7.796125378,152.1318642,148.1978817,7.76507904,772.5401134
9/7/2003,47.75138889,-124.8616667,9/7/1999,47.747748,-124.851485,93.29280834,33.37594596,7.786976249,154.114829,150.1419342,7.77161723,760.5569086
9/7/2003,47.63472222,-125.0688889,9/7/1999,47.63964,-125.062706,194.7107,33.78958958,7.093650721,117.2019188,114.0818509,7.685562842,934.2895901
9/7/2003,47.65333333,-124.8541667,9/7/1999,47.657658,-124.851485,101.815425,33.35421276,7.831184175,146.9192444,143.1296718,7.746452122,808.9759632
9/7/2003,47.47888889,-124.8352778,9/7/1999,47.477477,-124.825083,183.2171701,33.74208268,7.083900207,118.020893,114.8887712,7.682785585,940.1905833
9/7/2003,47.02611111,-124.8436111,9/7/1999,47.027027,-124.851485,155.5496104,33.65163456,7.526857469,139.1978309,135.5381687,7.742322992,814.4854957
9/8/2003,46.93972222,-124.8316667,9/8/1999,46.936937,-124.825083,281.6211726,34.03885872,6.867896335,123.6923161,120.3258683,7.705533223,877.3094253
9/8/2003,46.58305556,-124.4008333,9/8/1999,46.576577,-124.40264,90.31356048,33.56017009,7.641060035,135.5327301,132.0193271,7.722875881,859.8838719
9/12/2003,46.28305556,-124.8458333,9/12/1999,46.288288,-124.851485,796.5107558,34.24793651,4.409288971,50.32300386,48.81778662,7.578489703,1145.688117
9/12/2003,46.11944444,-124.6525,9/12/1999,46.126126,-124.640264,163.9869003,33.63099306,7.622945059,133.5305247,130.0189481,7.734151899,832.1196153
9/12/2003,46.13333333,-124.7936111,9/12/1999,46.126126,-124.79868,766.4609793,34.23215277,4.405254483,56.07621847,54.40682189,7.589488459,1115.363506
9/12/2003,46.04361111,-124.9461111,9/12/1999,46.036036,-124.957096,992.3898649,34.33217673,3.731230429,44.98142901,43.59163307,7.571477558,1141.857371
9/13/2003,45.84138889,-124.6672222,9/13/1999,45.837838,-124.666667,214.0187818,33.87979325,6.946143902,104.0336475,101.2462457,7.663221157,984.8071057
9/13/2003,46.03138889,-124.3327778,9/13/1999,46.036036,-124.323432,111.0850762,33.8255066,7.168564653,121.6636903,118.466944,7.694031693,919.9432963
9/13/2003,45.73833333,-124.3819444,9/13/1999,45.72973,-124.376238,151.5667048,33.90872938,6.881805665,97.1232585,94.5444585,7.639213102,1049.617202
9/13/2003,45.55972222,-124.1869444,9/13/1999,45.567568,-124.191419,114.5145635,33.66817362,7.454082361,86.06433288,83.81509433,7.546395374,1315.54702
9/14/2003,45.60638889,-124.8213889,9/14/1999,45.603604,-124.825083,1077.434135,34.34802649,3.543125689,47.75800024,46.2633586,7.574066084,1119.238227
9/14/2003,45.36027778,-124.7702778,9/14/1999,45.351351,-124.772277,552.1342392,34.15928156,5.355194273,65.78198168,63.89581274,7.598494968,1113.858615
