"sex","cw_mm","day","age_yr","age_yr_int","weight_g","weight_kg"
"Male",4.95798319327731,119,0.326027397260274,1,0.0145896820510495,1.45896820510495e-05
"Male",5,120,0.328767123287671,1,0.0149763915243722,1.49763915243722e-05
"Male",7.44,121,0.331506849315069,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,122,0.334246575342466,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,123,0.336986301369863,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,124,0.33972602739726,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,125,0.342465753424658,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,126,0.345205479452055,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,127,0.347945205479452,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,128,0.350684931506849,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,129,0.353424657534247,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,130,0.356164383561644,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,131,0.358904109589041,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,132,0.361643835616438,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,133,0.364383561643836,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,134,0.367123287671233,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,135,0.36986301369863,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,136,0.372602739726027,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,137,0.375342465753425,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,138,0.378082191780822,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,139,0.380821917808219,1,0.0513424125375879,5.13424125375879e-05
"Male",7.44,140,0.383561643835616,1,0.0513424125375879,5.13424125375879e-05
"Male",10.48512,141,0.386301369863014,1,0.14872285982967,0.00014872285982967
"Male",10.48512,142,0.389041095890411,1,0.14872285982967,0.00014872285982967
"Male",10.48512,143,0.391780821917808,1,0.14872285982967,0.00014872285982967
"Male",10.48512,144,0.394520547945205,1,0.14872285982967,0.00014872285982967
"Male",10.48512,145,0.397260273972603,1,0.14872285982967,0.00014872285982967
"Male",10.48512,146,0.4,1,0.14872285982967,0.00014872285982967
"Male",10.48512,147,0.402739726027397,1,0.14872285982967,0.00014872285982967
"Male",10.48512,148,0.405479452054795,1,0.14872285982967,0.00014872285982967
"Male",10.48512,149,0.408219178082192,1,0.14872285982967,0.00014872285982967
"Male",10.48512,150,0.410958904109589,1,0.14872285982967,0.00014872285982967
"Male",10.48512,151,0.413698630136986,1,0.14872285982967,0.00014872285982967
"Male",10.48512,152,0.416438356164384,1,0.14872285982967,0.00014872285982967
"Male",10.48512,153,0.419178082191781,1,0.14872285982967,0.00014872285982967
"Male",10.48512,154,0.421917808219178,1,0.14872285982967,0.00014872285982967
"Male",10.48512,155,0.424657534246575,1,0.14872285982967,0.00014872285982967
"Male",10.48512,156,0.427397260273973,1,0.14872285982967,0.00014872285982967
"Male",10.48512,157,0.43013698630137,1,0.14872285982967,0.00014872285982967
"Male",10.48512,158,0.432876712328767,1,0.14872285982967,0.00014872285982967
"Male",10.48512,159,0.435616438356164,1,0.14872285982967,0.00014872285982967
"Male",10.48512,160,0.438356164383562,1,0.14872285982967,0.00014872285982967
"Male",10.48512,161,0.441095890410959,1,0.14872285982967,0.00014872285982967
"Male",14.28542976,162,0.443835616438356,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,163,0.446575342465753,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,164,0.449315068493151,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,165,0.452054794520548,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,166,0.454794520547945,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,167,0.457534246575342,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,168,0.46027397260274,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,169,0.463013698630137,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,170,0.465753424657534,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,171,0.468493150684932,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,172,0.471232876712329,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,173,0.473972602739726,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,174,0.476712328767123,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,175,0.479452054794521,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,176,0.482191780821918,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,177,0.484931506849315,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,178,0.487671232876712,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,179,0.49041095890411,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,180,0.493150684931507,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,181,0.495890410958904,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,182,0.498630136986301,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,183,0.501369863013699,1,0.387944351783543,0.000387944351783543
"Male",14.28542976,184,0.504109589041096,1,0.387944351783543,0.000387944351783543
"Male",19.02821634048,185,0.506849315068493,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,186,0.50958904109589,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,187,0.512328767123288,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,188,0.515068493150685,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,189,0.517808219178082,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,190,0.520547945205479,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,191,0.523287671232877,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,192,0.526027397260274,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,193,0.528767123287671,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,194,0.531506849315069,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,195,0.534246575342466,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,196,0.536986301369863,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,197,0.53972602739726,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,198,0.542465753424658,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,199,0.545205479452055,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,200,0.547945205479452,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,201,0.550684931506849,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,202,0.553424657534247,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,203,0.556164383561644,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,204,0.558904109589041,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,205,0.561643835616438,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,206,0.564383561643836,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,207,0.567123287671233,1,0.943483308289561,0.000943483308289561
"Male",19.02821634048,208,0.56986301369863,1,0.943483308289561,0.000943483308289561
"Male",24.947213992919,209,0.572602739726027,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,210,0.575342465753425,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,211,0.578082191780822,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,212,0.580821917808219,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,213,0.583561643835616,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,214,0.586301369863014,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,215,0.589041095890411,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,216,0.591780821917808,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,217,0.594520547945205,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,218,0.597260273972603,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,219,0.6,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,220,0.602739726027397,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,221,0.605479452054794,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,222,0.608219178082192,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,223,0.610958904109589,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,224,0.613698630136986,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,225,0.616438356164384,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,226,0.619178082191781,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,227,0.621917808219178,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,228,0.624657534246575,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,229,0.627397260273973,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,230,0.63013698630137,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,231,0.632876712328767,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,232,0.635616438356164,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,233,0.638356164383562,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,234,0.641095890410959,1,2.1845829212672,0.0021845829212672
"Male",24.947213992919,235,0.643835616438356,1,2.1845829212672,0.0021845829212672
"Male",32.334123063163,236,0.646575342465753,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,237,0.649315068493151,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,238,0.652054794520548,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,239,0.654794520547945,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,240,0.657534246575342,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,241,0.66027397260274,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,242,0.663013698630137,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,243,0.665753424657534,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,244,0.668493150684932,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,245,0.671232876712329,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,246,0.673972602739726,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,247,0.676712328767123,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,248,0.679452054794521,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,249,0.682191780821918,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,250,0.684931506849315,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,251,0.687671232876712,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,252,0.69041095890411,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,253,0.693150684931507,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,254,0.695890410958904,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,255,0.698630136986301,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,256,0.701369863013699,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,257,0.704109589041096,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,258,0.706849315068493,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,259,0.70958904109589,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,260,0.712328767123288,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,261,0.715068493150685,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,262,0.717808219178082,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,263,0.720547945205479,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,264,0.723287671232877,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,265,0.726027397260274,1,4.88145782190465,0.00488145782190465
"Male",32.334123063163,266,0.728767123287671,1,4.88145782190465,0.00488145782190465
"Male",41.5529855828274,267,0.731506849315068,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,268,0.734246575342466,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,269,0.736986301369863,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,270,0.73972602739726,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,271,0.742465753424657,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,272,0.745205479452055,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,273,0.747945205479452,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,274,0.750684931506849,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,275,0.753424657534247,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,276,0.756164383561644,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,277,0.758904109589041,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,278,0.761643835616438,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,279,0.764383561643836,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,280,0.767123287671233,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,281,0.76986301369863,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,282,0.772602739726027,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,283,0.775342465753425,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,284,0.778082191780822,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,285,0.780821917808219,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,286,0.783561643835616,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,287,0.786301369863014,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,288,0.789041095890411,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,289,0.791780821917808,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,290,0.794520547945205,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,291,0.797260273972603,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,292,0.8,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,293,0.802739726027397,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,294,0.805479452054795,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,295,0.808219178082192,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,296,0.810958904109589,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,297,0.813698630136986,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,298,0.816438356164384,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,299,0.819178082191781,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,300,0.821917808219178,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,301,0.824657534246575,1,10.6234871035438,0.0106234871035438
"Male",41.5529855828274,302,0.827397260273973,1,10.6234871035438,0.0106234871035438
"Male",53.0581260073686,303,0.83013698630137,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,304,0.832876712328767,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,305,0.835616438356164,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,306,0.838356164383562,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,307,0.841095890410959,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,308,0.843835616438356,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,309,0.846575342465753,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,310,0.849315068493151,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,311,0.852054794520548,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,312,0.854794520547945,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,313,0.857534246575342,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,314,0.86027397260274,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,315,0.863013698630137,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,316,0.865753424657534,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,317,0.868493150684931,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,318,0.871232876712329,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,319,0.873972602739726,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,320,0.876712328767123,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,321,0.879452054794521,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,322,0.882191780821918,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,323,0.884931506849315,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,324,0.887671232876712,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,325,0.89041095890411,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,326,0.893150684931507,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,327,0.895890410958904,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,328,0.898630136986301,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,329,0.901369863013699,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,330,0.904109589041096,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,331,0.906849315068493,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,332,0.90958904109589,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,333,0.912328767123288,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,334,0.915068493150685,1,22.6637140935338,0.0226637140935338
"Male",53.0581260073686,335,0.917808219178082,1,22.6637140935338,0.0226637140935338
