"sex","cw_mm","day","age_yr","age_yr_int","weight_g","weight_kg"
"Male",0,1,0.00273972602739726,1,0,0
"Male",0.0420168067226891,2,0.00547945205479452,1,5.51076136379579e-09,5.5107613637958e-12
"Male",0.0840336134453782,3,0.00821917808219178,1,4.72503023046932e-08,4.72503023046932e-11
"Male",0.126050420168067,4,0.010958904109589,1,1.66068588546986e-07,1.66068588546986e-10
"Male",0.168067226890756,5,0.0136986301369863,1,4.05132960855901e-07,4.05132960855901e-10
"Male",0.210084033613445,6,0.0164383561643836,1,8.09130586094014e-07,8.09130586094014e-10
"Male",0.252100840336134,7,0.0191780821917808,1,1.42390324932414e-06,1.42390324932414e-09
"Male",0.294117647058824,8,0.0219178082191781,1,2.29623075224385e-06,2.29623075224385e-09
"Male",0.336134453781513,9,0.0246575342465753,1,3.47368604995287e-06,3.47368604995287e-09
"Male",0.378151260504202,10,0.0273972602739726,1,5.00453100422259e-06,5.00453100422259e-09
"Male",0.420168067226891,11,0.0301369863013699,1,6.93763751921601e-06,6.93763751921601e-09
"Male",0.46218487394958,12,0.0328767123287671,1,9.3224256607083e-06,9.3224256607083e-09
"Male",0.504201680672269,13,0.0356164383561644,1,1.22088137267585e-05,1.22088137267585e-08
"Male",0.546218487394958,14,0.0383561643835616,1,1.56471770623769e-05,1.56471770623769e-08
"Male",0.588235294117647,15,0.0410958904109589,1,1.96883134729176e-05,1.96883134729176e-08
"Male",0.630252100840336,16,0.0438356164383562,1,2.43834137448974e-05,2.43834137448974e-08
"Male",0.672268907563025,17,0.0465753424657534,1,2.97840362041761e-05,2.97840362041761e-08
"Male",0.714285714285714,18,0.0493150684931507,1,3.59420845230563e-05,3.59420845230563e-08
"Male",0.756302521008403,19,0.0520547945205479,1,4.2909788182127e-05,4.2909788182127e-08
"Male",0.798319327731092,20,0.0547945205479452,1,5.0739685130308e-05,5.0739685130308e-08
"Male",0.840336134453782,21,0.0575342465753425,1,5.94846062863347e-05,5.94846062863347e-08
"Male",0.882352941176471,22,0.0602739726027397,1,6.91976615987339e-05,6.91976615987339e-08
"Male",0.92436974789916,23,0.063013698630137,1,7.99322274369162e-05,7.99322274369162e-08
"Male",0.966386554621849,24,0.0657534246575342,1,9.17419351285196e-05,9.17419351285196e-08
"Male",1.00840336134454,25,0.0684931506849315,1,0.000104680660491109,1.04680660491109e-07
"Male",1.05042016806723,26,0.0712328767123288,1,0.000118802514232242,1.18802514232242e-07
"Male",1.09243697478992,27,0.073972602739726,1,0.000134161833112497,1.34161833112497e-07
"Male",1.13445378151261,28,0.0767123287671233,1,0.000150813171782568,1.50813171782568e-07
"Male",1.17647058823529,29,0.0794520547945206,1,0.000168811295218951,1.68811295218951e-07
"Male",1.21848739495798,30,0.0821917808219178,1,0.000188211171693679,1.88211171693679e-07
"Male",1.26050420168067,31,0.0849315068493151,1,0.00020906796622259,2.0906796622259e-07
"Male",1.30252100840336,32,0.0876712328767123,1,0.000231437034444117,2.31437034444117e-07
"Male",1.34453781512605,33,0.0904109589041096,1,0.000255373916886849,2.55373916886849e-07
"Male",1.38655462184874,34,0.0931506849315069,1,0.000280934333589372,2.80934333589372e-07
"Male",1.42857142857143,35,0.0958904109589041,1,0.000308174179040385,3.08174179040385e-07
"Male",1.47058823529412,36,0.0986301369863014,1,0.000337149517410859,3.37149517410859e-07
"Male",1.51260504201681,37,0.101369863013699,1,0.000367916578053257,3.67916578053257e-07
"Male",1.5546218487395,38,0.104109589041096,1,0.000400531751245643,4.00531751245643e-07
"Male",1.59663865546218,39,0.106849315068493,1,0.000435051584160892,4.35051584160892e-07
"Male",1.63865546218487,40,0.10958904109589,1,0.000471532777043327,4.71532777043327e-07
"Male",1.68067226890756,41,0.112328767123288,1,0.000510032179576905,5.10032179576905e-07
"Male",1.72268907563025,42,0.115068493150685,1,0.000550606787430689,5.50606787430689e-07
"Male",1.76470588235294,43,0.117808219178082,1,0.000593313738968718,5.93313738968718e-07
"Male",1.80672268907563,44,0.120547945205479,1,0.00063821031211262,6.3821031211262e-07
"Male",1.84873949579832,45,0.123287671232877,1,0.000685353921346418,6.85353921346418e-07
"Male",1.89075630252101,46,0.126027397260274,1,0.000734802114853895,7.34802114853895e-07
"Male",1.9327731092437,47,0.128767123287671,1,0.000786612571779788,7.86612571779788e-07
"Male",1.97478991596639,48,0.131506849315068,1,0.000840843099606801,8.40843099606801e-07
"Male",2.01680672268908,49,0.134246575342466,1,0.000897551631641135,8.97551631641135e-07
"Male",2.05882352941176,50,0.136986301369863,1,0.000956796224599814,9.56796224599814e-07
"Male",2.10084033613445,51,0.13972602739726,1,0.00101863505629366,1.01863505629366e-06
"Male",2.14285714285714,52,0.142465753424658,1,0.00108312642340025,1.08312642340025e-06
"Male",2.18487394957983,53,0.145205479452055,1,0.00115032873932158,1.15032873932158e-06
"Male",2.22689075630252,54,0.147945205479452,1,0.00122030053212172,1.22030053212172e-06
"Male",2.26890756302521,55,0.150684931506849,1,0.00129310044253987,1.29310044253987e-06
"Male",2.3109243697479,56,0.153424657534247,1,0.00136878722207473,1.36878722207473e-06
"Male",2.35294117647059,57,0.156164383561644,1,0.00144741973113641,1.44741973113641e-06
"Male",2.39495798319328,58,0.158904109589041,1,0.00152905693726225,1.52905693726225e-06
"Male",2.43697478991597,59,0.161643835616438,1,0.00161375791339318,1.61375791339318e-06
"Male",2.47899159663866,60,0.164383561643836,1,0.0017015818362077,1.7015818362077e-06
"Male",2.52100840336134,61,0.167123287671233,1,0.00179258798451045,1.79258798451045e-06
"Male",2.56302521008403,62,0.16986301369863,1,0.00188683573767272,1.88683573767272e-06
"Male",2.60504201680672,63,0.172602739726027,1,0.00198438457412242,1.98438457412242e-06
"Male",2.64705882352941,64,0.175342465753425,1,0.00208529406988118,2.08529406988118e-06
"Male",2.6890756302521,65,0.178082191780822,1,0.00218962389714619,2.18962389714619e-06
"Male",2.73109243697479,66,0.180821917808219,1,0.00229743382291503,2.29743382291503e-06
"Male",2.77310924369748,67,0.183561643835616,1,0.00240878370765125,2.40878370765125e-06
"Male",2.81512605042017,68,0.186301369863014,1,0.00252373350398903,2.52373350398903e-06
"Male",2.85714285714286,69,0.189041095890411,1,0.00264234325547514,2.64234325547514e-06
"Male",2.89915966386555,70,0.191780821917808,1,0.00276467309534671,2.76467309534671e-06
"Male",2.94117647058824,71,0.194520547945205,1,0.00289078324534301,2.89078324534301e-06
"Male",2.98319327731092,72,0.197260273972603,1,0.00302073401455018,3.02073401455018e-06
"Male",3.02521008403361,73,0.2,1,0.00315458579827715,3.15458579827715e-06
"Male",3.0672268907563,74,0.202739726027397,1,0.00329239907696185,3.29239907696185e-06
"Male",3.10924369747899,75,0.205479452054795,1,0.00343423441510614,3.43423441510614e-06
"Male",3.15126050420168,76,0.208219178082192,1,0.00358015246023866,3.58015246023866e-06
"Male",3.19327731092437,77,0.210958904109589,1,0.00373021394190415,3.73021394190415e-06
"Male",3.23529411764706,78,0.213698630136986,1,0.00388447967067855,3.88447967067855e-06
"Male",3.27731092436975,79,0.216438356164384,1,0.00404301053720864,4.04301053720864e-06
"Male",3.31932773109244,80,0.219178082191781,1,0.00420586751127548,4.20586751127548e-06
"Male",3.36134453781513,81,0.221917808219178,1,0.00437311164088058,4.37311164088058e-06
"Male",3.40336134453782,82,0.224657534246575,1,0.00454480405135417,4.54480405135417e-06
"Male",3.4453781512605,83,0.227397260273973,1,0.0047210059444846,4.7210059444846e-06
"Male",3.48739495798319,84,0.23013698630137,1,0.0049017785976682,4.9017785976682e-06
"Male",3.52941176470588,85,0.232876712328767,1,0.00508718336307885,5.08718336307885e-06
"Male",3.57142857142857,86,0.235616438356164,1,0.00527728166685658,5.27728166685658e-06
"Male",3.61344537815126,87,0.238356164383562,1,0.00547213500831449,5.47213500831449e-06
"Male",3.65546218487395,88,0.241095890410959,1,0.00567180495916351,5.67180495916351e-06
"Male",3.69747899159664,89,0.243835616438356,1,0.00587635316275421,5.87635316275421e-06
"Male",3.73949579831933,90,0.246575342465753,1,0.00608584133333521,6.08584133333521e-06
"Male",3.78151260504202,91,0.249315068493151,1,0.0063003312553276,6.3003312553276e-06
"Male",3.82352941176471,92,0.252054794520548,1,0.00651988478261491,6.51988478261491e-06
"Male",3.8655462184874,93,0.254794520547945,1,0.00674456383784801,6.74456383784801e-06
"Male",3.90756302521008,94,0.257534246575342,1,0.00697443041176459,6.97443041176459e-06
"Male",3.94957983193277,95,0.26027397260274,1,0.00720954656252264,7.20954656252264e-06
"Male",3.99159663865546,96,0.263013698630137,1,0.00744997441504766,7.44997441504766e-06
"Male",4.03361344537815,97,0.265753424657534,1,0.00769577616039295,7.69577616039295e-06
"Male",4.07563025210084,98,0.268493150684932,1,0.00794701405511278,7.94701405511278e-06
"Male",4.11764705882353,99,0.271232876712329,1,0.00820375042064797,8.20375042064797e-06
"Male",4.15966386554622,100,0.273972602739726,1,0.00846604764272347,8.46604764272347e-06
"Male",4.20168067226891,101,0.276712328767123,1,0.00873396817075768,8.73396817075768e-06
"Male",4.2436974789916,102,0.279452054794521,1,0.00900757451728308,9.00757451728308e-06
"Male",4.28571428571429,103,0.282191780821918,1,0.00928692925737788,9.28692925737788e-06
"Male",4.32773109243698,104,0.284931506849315,1,0.00957209502810835,9.57209502810835e-06
"Male",4.36974789915966,105,0.287671232876712,1,0.0098631345279816,9.8631345279816e-06
"Male",4.41176470588235,106,0.29041095890411,1,0.0101601105164084,1.01601105164084e-05
"Male",4.45378151260504,107,0.293150684931507,1,0.0104630858131759,1.04630858131759e-05
"Male",4.49579831932773,108,0.295890410958904,1,0.0107721232979296,1.07721232979296e-05
"Male",4.53781512605042,109,0.298630136986301,1,0.0110872859096654,1.10872859096654e-05
"Male",4.57983193277311,110,0.301369863013699,1,0.0114086366462293,1.14086366462293e-05
"Male",4.6218487394958,111,0.304109589041096,1,0.0117362385638277,1.17362385638277e-05
"Male",4.66386554621849,112,0.306849315068493,1,0.0120701547765444,1.20701547765444e-05
"Male",4.70588235294118,113,0.30958904109589,1,0.0124104484558674,1.24104484558674e-05
"Male",4.74789915966387,114,0.312328767123288,1,0.0127571828302228,1.27571828302228e-05
"Male",4.78991596638656,115,0.315068493150685,1,0.0131104211845176,1.31104211845176e-05
"Male",4.83193277310924,116,0.317808219178082,1,0.0134702268596889,1.34702268596889e-05
"Male",4.87394957983193,117,0.320547945205479,1,0.013836663252262,1.3836663252262e-05
"Male",4.91596638655462,118,0.323287671232877,1,0.0142097938139147,1.42097938139147e-05
