"date","lat_dd","long_dd"
2003-08-31,46.30416667,-124.725
2003-09-01,46.73194444,-124.93027778
2003-09-01,46.71916667,-124.81861111
2003-09-01,46.92416667,-125.09638889
2003-09-01,47.01416667,-124.98277778
2003-09-02,47.56361111,-125.43611111
2003-09-02,47.54,-125.18194444
2003-09-02,47.57666667,-125.06222222
2003-09-02,47.64055556,-124.94277778
2003-09-03,47.72861111,-124.85333333
2003-09-03,47.84111111,-125.01333333
2003-09-03,47.83888889,-125.10555556
2003-09-03,47.71388889,-125.22777778
2003-09-03,47.65944444,-125.15638889
2003-09-04,48.095,-125.85527778
2003-09-04,47.93666667,-125.74833333
2003-09-04,47.76916667,-125.70583333
2003-09-05,48.34388889,-125.00666667
2003-09-05,48.32916667,-125.32444444
2003-09-05,48.2275,-125.17861111
2003-09-06,48.16055556,-124.895
2003-09-06,48.0925,-125.03277778
2003-09-06,48.15611111,-125.11583333
2003-09-06,47.99777778,-124.9575
2003-09-07,48.00277778,-125.22805556
2003-09-07,48.04388889,-125.13222222
2003-09-07,48.07694444,-125.32472222
2003-09-07,48.11388889,-125.60388889
2003-09-08,47.29555556,-124.88027778
2003-09-08,47.2925,-124.76416667
2003-09-08,47.02916667,-124.68416667
2003-09-12,46.59055556,-124.68694444
2003-09-12,46.43222222,-124.63277778
2003-09-12,46.15166667,-124.76666667
2003-09-13,46.0475,-124.83
2003-09-13,46.07472222,-124.71555556
2003-09-13,45.95111111,-124.36527778
2003-09-13,45.79111111,-124.525
2003-09-14,45.72277778,-124.30472222
2003-09-14,45.59361111,-124.77472222
2003-09-14,45.36972222,-124.71194444
2003-09-14,45.29694444,-124.56638889
2003-09-14,45.09472222,-124.25972222
2003-09-15,45.1375,-124.51
2003-09-15,45.12972222,-124.72666667
2003-09-15,45.09027778,-124.70722222
2003-09-15,44.95444444,-125.02861111
2003-09-15,44.60638889,-125.09722222
2003-09-16,44.93166667,-124.48277778
2003-09-16,44.69694444,-124.42055556
2003-09-16,44.51083333,-124.24638889
2003-09-16,44.33277778,-124.30833333
2003-09-16,43.93722222,-124.28833333
2003-09-17,44.12166667,-124.9925
2003-09-17,44.45166667,-124.89305556
2003-09-17,43.63,-125.04972222
2003-09-17,43.44305556,-124.87666667
2003-09-18,43.7125,-124.64277778
2003-09-24,43.27361111,-124.70361111
2003-09-24,43.25666667,-124.95166667
2003-09-24,42.94194444,-124.84166667
2003-09-25,42.88,-124.89444444
2003-09-25,42.86916667,-124.82638889
2003-09-25,42.70138889,-124.67944444
2003-09-27,42.59111111,-124.71222222
2003-09-27,42.35888889,-124.67194444
2003-09-28,41.81055556,-124.89638889
2003-09-28,41.79916667,-124.56166667
2003-09-28,41.69027778,-124.29416667
2003-09-28,41.52388889,-124.46722222
2003-09-28,41.52861111,-124.49416667
2003-09-29,41.50055556,-124.91666667
2003-09-29,41.40722222,-124.655
2003-09-29,41.36472222,-124.26555556
