id_area,area_name,lat_deg,lat_min,lat_dir,lon_deg,lon_min,lon_dir,lat_dd,lon_dd,,
19,200-fm (366-m) Contour - Coastwide - Petrale ,48,01.50,N,125,18.80,W,48.025,-125.3133333,,
20,200-fm (366-m) Contour - Coastwide - Petrale ,48,01.03,N,125,20.12,W,48.01716667,-125.3353333,,
21,200-fm (366-m) Contour - Coastwide - Petrale ,48,00.04,N,125,20.26,W,48.00066667,-125.3376667,,
22,200-fm (366-m) Contour - Coastwide - Petrale ,47,58.10,N,125,18.91,W,47.96833333,-125.3151667,,
23,200-fm (366-m) Contour - Coastwide - Petrale ,47,58.17,N,125,17.50,W,47.9695,-125.2916667,,
24,200-fm (366-m) Contour - Coastwide - Petrale ,47,52.33,N,125,15.78,W,47.87216667,-125.263,,
25,200-fm (366-m) Contour - Coastwide - Petrale ,47,49.20,N,125,10.67,W,47.82,-125.1778333,,
26,200-fm (366-m) Contour - Coastwide - Petrale ,47,48.27,N,125,07.38,W,47.8045,-125.123,,
27,200-fm (366-m) Contour - Coastwide - Petrale ,47,47.24,N,125,05.38,W,47.78733333,-125.0896667,,
28,200-fm (366-m) Contour - Coastwide - Petrale ,47,45.95,N,125,04.61,W,47.76583333,-125.0768333,,
29,200-fm (366-m) Contour - Coastwide - Petrale ,47,44.58,N,125,07.12,W,47.743,-125.1186667,,
30,200-fm (366-m) Contour - Coastwide - Petrale ,47,42.24,N,125,05.15,W,47.704,-125.0858333,,
31,200-fm (366-m) Contour - Coastwide - Petrale ,47,38.54,N,125,06.76,W,47.64233333,-125.1126667,,
32,200-fm (366-m) Contour - Coastwide - Petrale ,47,35.03,N,125,04.28,W,47.58383333,-125.0713333,,
33,200-fm (366-m) Contour - Coastwide - Petrale ,47,28.82,N,124,56.24,W,47.48033333,-124.9373333,,
34,200-fm (366-m) Contour - Coastwide - Petrale ,47,29.15,N,124,54.10,W,47.48583333,-124.9016667,,
35,200-fm (366-m) Contour - Coastwide - Petrale ,47,28.43,N,124,51.58,W,47.47383333,-124.8596667,,
36,200-fm (366-m) Contour - Coastwide - Petrale ,47,24.13,N,124,47.50,W,47.40216667,-124.7916667,,
37,200-fm (366-m) Contour - Coastwide - Petrale ,47,18.31,N,124,46.17,W,47.30516667,-124.7695,,
38,200-fm (366-m) Contour - Coastwide - Petrale ,47,19.57,N,124,51.00,W,47.32616667,-124.85,,
39,200-fm (366-m) Contour - Coastwide - Petrale ,47,18.12,N,124,53.66,W,47.302,-124.8943333,,
40,200-fm (366-m) Contour - Coastwide - Petrale ,47,17.60,N,124,52.94,W,47.29333333,-124.8823333,,
41,200-fm (366-m) Contour - Coastwide - Petrale ,47,17.71,N,124,51.63,W,47.29516667,-124.8605,,
42,200-fm (366-m) Contour - Coastwide - Petrale ,47,16.90,N,124,51.23,W,47.28166667,-124.8538333,,
43,200-fm (366-m) Contour - Coastwide - Petrale ,47,16.10,N,124,53.67,W,47.26833333,-124.8945,,
44,200-fm (366-m) Contour - Coastwide - Petrale ,47,14.24,N,124,53.02,W,47.23733333,-124.8836667,,
45,200-fm (366-m) Contour - Coastwide - Petrale ,47,12.16,N,124,56.77,W,47.20266667,-124.9461667,,
46,200-fm (366-m) Contour - Coastwide - Petrale ,47,13.35,N,124,58.70,W,47.2225,-124.9783333,,
47,200-fm (366-m) Contour - Coastwide - Petrale ,47,09.53,N,124,58.32,W,47.15883333,-124.972,,
48,200-fm (366-m) Contour - Coastwide - Petrale ,47,09.54,N,124,59.50,W,47.159,-124.9916667,,
49,200-fm (366-m) Contour - Coastwide - Petrale ,47,05.87,N,124,59.30,W,47.09783333,-124.9883333,,
50,200-fm (366-m) Contour - Coastwide - Petrale ,47,03.65,N,124,56.26,W,47.06083333,-124.9376667,,
51,200-fm (366-m) Contour - Coastwide - Petrale ,47,00.87,N,124,59.52,W,47.0145,-124.992,,
52,200-fm (366-m) Contour - Coastwide - Petrale ,46,56.80,N,125,00.00,W,46.94666667,-125,,
53,200-fm (366-m) Contour - Coastwide - Petrale ,46,51.55,N,125,00.00,W,46.85916667,-125,,
54,200-fm (366-m) Contour - Coastwide - Petrale ,46,50.07,N,124,53.90,W,46.8345,-124.8983333,,
55,200-fm (366-m) Contour - Coastwide - Petrale ,46,44.88,N,124,51.97,W,46.748,-124.8661667,,
56,200-fm (366-m) Contour - Coastwide - Petrale ,46,38.17,N,124,42.66,W,46.63616667,-124.7109894,,
57,200-fm (366-m) Contour - Coastwide - Petrale ,46,33.45,N,124,36.11,W,46.5575,-124.6018333,,
58,200-fm (366-m) Contour - Coastwide - Petrale ,46,33.20,N,124,30.64,W,46.55333333,-124.5106667,,
59,200-fm (366-m) Contour - Coastwide - Petrale ,46,27.85,N,124,31.95,W,46.46416667,-124.5325,,
60,200-fm (366-m) Contour - Coastwide - Petrale ,46,18.27,N,124,39.28,W,46.3045,-124.6546667,,
61,200-fm (366-m) Contour - Coastwide - Petrale ,46,16.00,N,124,24.88,W,46.26666667,-124.4146667,,
62,200-fm (366-m) Contour - Coastwide - Petrale ,46,14.22,N,124,26.28,W,46.23704346,-124.4380795,,
63,200-fm (366-m) Contour - Coastwide - Petrale ,46,11.53,N,124,39.58,W,46.19215773,-124.6597284,,
64,200-fm (366-m) Contour - Coastwide - Petrale ,46,08.77,N,124,41.71,W,46.14622861,-124.6951359,,
65,200-fm (366-m) Contour - Coastwide - Petrale ,46,05.86,N,124,42.27,W,46.09759466,-124.7044181,,
66,200-fm (366-m) Contour - Coastwide - Petrale ,46,03.85,N,124,48.20,W,46.06423835,-124.8032639,,
67,200-fm (366-m) Contour - Coastwide - Petrale ,46,02.34,N,124,48.51,W,46.03892874,-124.8084775,,
68,200-fm (366-m) Contour - Coastwide - Petrale ,45,58.99,N,124,44.42,W,45.9832257,-124.7403184,,
69,200-fm (366-m) Contour - Coastwide - Petrale ,45,49.68,N,124,42.37,W,45.82796619,-124.7062472,,
70,200-fm (366-m) Contour - Coastwide - Petrale ,45,49.74,N,124,43.69,W,45.82897101,-124.7282361,,
71,200-fm (366-m) Contour - Coastwide - Petrale ,45,46.00,N,124,41.82,W,45.76666667,-124.697,,
72,200-fm (366-m) Contour - Coastwide - Petrale ,45,40.83,N,124,40.90,W,45.68055986,-124.6816789,,
73,200-fm (366-m) Contour - Coastwide - Petrale ,45,34.88,N,124,32.58,W,45.58132042,-124.5430624,,
74,200-fm (366-m) Contour - Coastwide - Petrale ,45,20.25,N,124,25.47,W,45.3375,-124.4245,,
75,200-fm (366-m) Contour - Coastwide - Petrale ,45,13.04,N,124,21.92,W,45.21730407,-124.3654096,,
76,200-fm (366-m) Contour - Coastwide - Petrale ,45,03.83,N,124,27.13,W,45.06383333,-124.4521667,,
77,200-fm (366-m) Contour - Coastwide - Petrale ,45,00.17,N,124,29.28,W,45.00282308,-124.4880707,,
78,200-fm (366-m) Contour - Coastwide - Petrale ,44,50.99,N,124,35.40,W,44.84983988,-124.5900672,,
79,200-fm (366-m) Contour - Coastwide - Petrale ,44,46.87,N,124,38.20,W,44.78124294,-124.6367378,,
80,200-fm (366-m) Contour - Coastwide - Petrale ,44,48.25,N,124,40.61,W,44.80416667,-124.6768333,,
81,200-fm (366-m) Contour - Coastwide - Petrale ,44,42.24,N,124,48.05,W,44.704,-124.8008333,,
82,200-fm (366-m) Contour - Coastwide - Petrale ,44,41.35,N,124,48.03,W,44.68916667,-124.8005,,
83,200-fm (366-m) Contour - Coastwide - Petrale ,44,40.27,N,124,49.11,W,44.67116667,-124.8185,,
84,200-fm (366-m) Contour - Coastwide - Petrale ,44,38.52,N,124,49.11,W,44.642,-124.8185,,
85,200-fm (366-m) Contour - Coastwide - Petrale ,44,21.73,N,124,49.82,W,44.36216667,-124.8303333,,
86,200-fm (366-m) Contour - Coastwide - Petrale ,44,17.57,N,124,55.04,W,44.29283333,-124.9173333,,
87,200-fm (366-m) Contour - Coastwide - Petrale ,44,13.19,N,124,58.66,W,44.21987912,-124.9776059,,
88,200-fm (366-m) Contour - Coastwide - Petrale ,43,57.88,N,124,58.25,W,43.96466667,-124.97083,,
89,200-fm (366-m) Contour - Coastwide - Petrale ,43,56.89,N,124,57.33,W,43.94816667,-124.95550,,
90,200-fm (366-m) Contour - Coastwide - Petrale ,43,52.32,N,124,49.43,W,43.87193696,-124.823867,,
91,200-fm (366-m) Contour - Coastwide - Petrale ,43,51.35,N,124,37.94,W,43.85579594,-124.63231,,
92,200-fm (366-m) Contour - Coastwide - Petrale ,43,49.73,N,124,40.26,W,43.82889921,-124.6710292,,
93,200-fm (366-m) Contour - Coastwide - Petrale ,43,39.06,N,124,38.55,W,43.65094091,-124.642581,,
94,200-fm (366-m) Contour - Coastwide - Petrale ,43,28.85,N,124,39.99,W,43.48091456,-124.6665579,,
95,200-fm (366-m) Contour - Coastwide - Petrale ,43,20.83,N,124,42.89,W,43.34716667,-124.7148333,,
96,200-fm (366-m) Contour - Coastwide - Petrale ,43,20.22,N,124,43.05,W,43.33702245,-124.717525,,
97,200-fm (366-m) Contour - Coastwide - Petrale ,43,13.29,N,124,47.00,W,43.22150295,-124.7833175,,
98,200-fm (366-m) Contour - Coastwide - Petrale ,43,10.64,N,124,49.95,W,43.17732373,-124.8324571,,
99,200-fm (366-m) Contour - Coastwide - Petrale ,43,04.26,N,124,53.05,W,43.07097921,-124.8842053,,
100,200-fm (366-m) Contour - Coastwide - Petrale ,42,53.93,N,124,54.60,W,42.89881457,-124.9099267,,
101,200-fm (366-m) Contour - Coastwide - Petrale ,42,50.00,N,124,50.60,W,42.83333333,-124.8433333,,
102,200-fm (366-m) Contour - Coastwide - Petrale ,42,47.57,N,124,48.12,W,42.79281099,-124.8020551,,
103,200-fm (366-m) Contour - Coastwide - Petrale ,42,46.19,N,124,44.52,W,42.7697946,-124.7420375,,
104,200-fm (366-m) Contour - Coastwide - Petrale ,42,41.75,N,124,44.69,W,42.69583188,-124.744908,,
105,200-fm (366-m) Contour - Coastwide - Petrale ,42,40.50,N,124,44.02,W,42.675,-124.7336667,,
106,200-fm (366-m) Contour - Coastwide - Petrale ,42,38.81,N,124,43.09,W,42.64678309,-124.7181506,,
107,200-fm (366-m) Contour - Coastwide - Petrale ,42,31.83,N,124,46.23,W,42.5304188,-124.7705604,,
108,200-fm (366-m) Contour - Coastwide - Petrale ,42,32.08,N,124,43.58,W,42.53473774,-124.7263373,,
109,200-fm (366-m) Contour - Coastwide - Petrale ,42,30.96,N,124,43.84,W,42.51593058,-124.7307451,,
110,200-fm (366-m) Contour - Coastwide - Petrale ,42,28.41,N,124,49.17,W,42.47342871,-124.8195831,,
111,200-fm (366-m) Contour - Coastwide - Petrale ,42,24.80,N,124,45.93,W,42.413347,-124.76557,,
112,200-fm (366-m) Contour - Coastwide - Petrale ,42,19.71,N,124,41.60,W,42.32855918,-124.6933249,,
113,200-fm (366-m) Contour - Coastwide - Petrale ,42,15.12,N,124,38.34,W,42.25202612,-124.6390262,,
114,200-fm (366-m) Contour - Coastwide - Petrale ,42,13.67,N,124,38.28,W,42.22783333,-124.638,,
115,200-fm (366-m) Contour - Coastwide - Petrale ,42,12.35,N,124,38.09,W,42.20577532,-124.6348404,,
116,200-fm (366-m) Contour - Coastwide - Petrale ,42,00.00,N,124,36.83,W,42,-124.6138333,,
117,200-fm (366-m) Contour - Coastwide - Petrale ,41,47.78,N,124,29.55,W,41.79633333,-124.4925,,
118,200-fm (366-m) Contour - Coastwide - Petrale ,41,21.15,N,124,29.04,W,41.3525,-124.484,,
119,200-fm (366-m) Contour - Coastwide - Petrale ,41,13.50,N,124,24.40,W,41.225,-124.4066667,,
120,200-fm (366-m) Contour - Coastwide - Petrale ,41,11.00,N,124,22.99,W,41.18333333,-124.3831667,,
121,200-fm (366-m) Contour - Coastwide - Petrale ,41,06.69,N,124,23.30,W,41.1115,-124.3883333,,
122,200-fm (366-m) Contour - Coastwide - Petrale ,40,54.73,N,124,28.15,W,40.91216667,-124.4691667,,
123,200-fm (366-m) Contour - Coastwide - Petrale ,40,53.94,N,124,26.11,W,40.899,-124.4351667,,
124,200-fm (366-m) Contour - Coastwide - Petrale ,40,50.31,N,124,26.15,W,40.8385,-124.4358333,,
125,200-fm (366-m) Contour - Coastwide - Petrale ,40,44.49,N,124,30.89,W,40.7415,-124.5148333,,
126,200-fm (366-m) Contour - Coastwide - Petrale ,40,40.62,N,124,32.16,W,40.677,-124.536,,
127,200-fm (366-m) Contour - Coastwide - Petrale ,40,38.87,N,124,30.15,W,40.64783333,-124.5025,,
128,200-fm (366-m) Contour - Coastwide - Petrale ,40,35.67,N,124,30.43,W,40.5945,-124.5071667,,
129,200-fm (366-m) Contour - Coastwide - Petrale ,40,37.41,N,124,37.06,W,40.6235,-124.6176667,,
130,200-fm (366-m) Contour - Coastwide - Petrale ,40,36.09,N,124,40.11,W,40.6015,-124.6685,,
131,200-fm (366-m) Contour - Coastwide - Petrale ,40,31.33,N,124,41.01,W,40.52216667,-124.6835,,
132,200-fm (366-m) Contour - Coastwide - Petrale ,40,30.00,N,124,38.15,W,40.50000,-124.6358,,
133,200-fm (366-m) Contour - Coastwide - Petrale ,40,27.34,N,124,37.28,W,40.45566667,-124.6213333,,
134,200-fm (366-m) Contour - Coastwide - Petrale ,40,25.01,N,124,36.36,W,40.41683333,-124.606,,
135,200-fm (366-m) Contour - Coastwide - Petrale ,40,22.28,N,124,31.35,W,40.37133333,-124.5225,,
136,200-fm (366-m) Contour - Coastwide - Petrale ,40,16.29,N,124,34.50,W,40.2715,-124.575,,
137,200-fm (366-m) Contour - Coastwide - Petrale ,40,14.00,N,124,33.02,W,40.23333333,-124.5503333,,
138,200-fm (366-m) Contour - Coastwide - Petrale ,40,10.00,N,124,24.55,W,40.16666667,-124.4091667,,
139,200-fm (366-m) Contour - Coastwide - Petrale ,40,06.45,N,124,19.24,W,40.1075,-124.3206667,,
140,200-fm (366-m) Contour - Coastwide - Petrale ,40,07.08,N,124,17.80,W,40.118,-124.2966667,,
141,200-fm (366-m) Contour - Coastwide - Petrale ,40,05.55,N,124,18.11,W,40.0925,-124.3018333,,
142,200-fm (366-m) Contour - Coastwide - Petrale ,40,04.74,N,124,18.11,W,40.079,-124.3018333,,
143,200-fm (366-m) Contour - Coastwide - Petrale ,40,02.35,N,124,16.54,W,40.03916667,-124.2756667,,
144,200-fm (366-m) Contour - Coastwide - Petrale ,40,01.51,N,124,09.89,W,40.02516667,-124.1648333,,
145,200-fm (366-m) Contour - Coastwide - Petrale ,39,58.54,N,124,12.43,W,39.97566667,-124.2071667,,
146,200-fm (366-m) Contour - Coastwide - Petrale ,39,55.72,N,124,09.86,W,39.92866667,-124.1643333,,
147,200-fm (366-m) Contour - Coastwide - Petrale ,39,42.64,N,124,02.52,W,39.71066667,-124.042,,
148,200-fm (366-m) Contour - Coastwide - Petrale ,39,35.96,N,123,59.47,W,39.59933333,-123.9911667,,
149,200-fm (366-m) Contour - Coastwide - Petrale ,39,34.61,N,123,59.59,W,39.57683333,-123.9931667,,
150,200-fm (366-m) Contour - Coastwide - Petrale ,39,33.79,N,123,56.77,W,39.56316667,-123.9461667,,
151,200-fm (366-m) Contour - Coastwide - Petrale ,39,33.03,N,123,57.06,W,39.5505,-123.951,,
152,200-fm (366-m) Contour - Coastwide - Petrale ,39,32.21,N,123,59.12,W,39.53683333,-123.9853333,,
153,200-fm (366-m) Contour - Coastwide - Petrale ,39,07.81,N,123,59.06,W,39.13016667,-123.9843333,,
154,200-fm (366-m) Contour - Coastwide - Petrale ,38,57.50,N,123,57.32,W,38.95833333,-123.9553333,,
155,200-fm (366-m) Contour - Coastwide - Petrale ,38,52.26,N,123,56.18,W,38.871,-123.9363333,,
156,200-fm (366-m) Contour - Coastwide - Petrale ,38,50.21,N,123,55.48,W,38.83683333,-123.9246667,,
157,200-fm (366-m) Contour - Coastwide - Petrale ,38,46.81,N,123,51.49,W,38.78016667,-123.8581667,,
158,200-fm (366-m) Contour - Coastwide - Petrale ,38,45.29,N,123,51.55,W,38.75483333,-123.8591667,,
159,200-fm (366-m) Contour - Coastwide - Petrale ,38,42.76,N,123,49.73,W,38.71266667,-123.8288333,,
160,200-fm (366-m) Contour - Coastwide - Petrale ,38,41.42,N,123,47.45,W,38.69033333,-123.7908333,,
161,200-fm (366-m) Contour - Coastwide - Petrale ,38,35.74,N,123,43.82,W,38.59566667,-123.7303333,,
162,200-fm (366-m) Contour - Coastwide - Petrale ,38,34.92,N,123,42.53,W,38.582,-123.7088333,,
163,200-fm (366-m) Contour - Coastwide - Petrale ,38,19.65,N,123,31.95,W,38.3275,-123.5325,,
164,200-fm (366-m) Contour - Coastwide - Petrale ,38,14.38,N,123,25.51,W,38.23966667,-123.4251667,,
165,200-fm (366-m) Contour - Coastwide - Petrale ,38,09.39,N,123,24.40,W,38.1565,-123.4066667,,
166,200-fm (366-m) Contour - Coastwide - Petrale ,38,10.06,N,123,26.84,W,38.16766667,-123.4473333,,
167,200-fm (366-m) Contour - Coastwide - Petrale ,38,04.58,N,123,31.91,W,38.07633333,-123.5318333,,
168,200-fm (366-m) Contour - Coastwide - Petrale ,38,02.06,N,123,31.26,W,38.03433333,-123.521,,
169,200-fm (366-m) Contour - Coastwide - Petrale ,38,00.00,N,123,29.56,W,38,-123.4926667,,
170,200-fm (366-m) Contour - Coastwide - Petrale ,37,58.07,N,123,27.21,W,37.96783333,-123.4535,,
171,200-fm (366-m) Contour - Coastwide - Petrale,37,55.07,N,123,27.20,W,37.91783333,-123.4533333,,
172,200-fm (366-m) Contour - Coastwide - Petrale ,37,50.77,N,123,24.52,W,37.84616667,-123.4086667,,
173,200-fm (366-m) Contour - Coastwide - Petrale ,37,43.94,N,123,11.49,W,37.73233333,-123.1915,,
174,200-fm (366-m) Contour - Coastwide - Petrale ,37,35.67,N,123,02.23,W,37.5945,-123.0371667,,
175,200-fm (366-m) Contour - Coastwide - Petrale ,37,23.48,N,122,57.77,W,37.39133333,-122.9628333,,
176,200-fm (366-m) Contour - Coastwide - Petrale ,37,23.23,N,122,53.85,W,37.38716667,-122.8975,,
177,200-fm (366-m) Contour - Coastwide - Petrale ,37,13.96,N,122,49.97,W,37.23266667,-122.8328333,,
178,200-fm (366-m) Contour - Coastwide - Petrale ,37,11.00,N,122,45.68,W,37.18333333,-122.7613333,,
179,200-fm (366-m) Contour - Coastwide - Petrale ,37,07.00,N,122,43.37,W,37.11666667,-122.7228333,,
180,200-fm (366-m) Contour - Coastwide - Petrale ,37,01.04,N,122,37.94,W,37.01733333,-122.6323333,,
181,200-fm (366-m) Contour - Coastwide - Petrale ,36,57.40,N,122,28.36,W,36.95666667,-122.4726667,,
182,200-fm (366-m) Contour - Coastwide - Petrale ,36,59.21,N,122,25.64,W,36.98683333,-122.4273333,,
183,200-fm (366-m) Contour - Coastwide - Petrale ,36,56.90,N,122,25.42,W,36.94833333,-122.4236667,,
184,200-fm (366-m) Contour - Coastwide - Petrale ,36,57.60,N,122,21.95,W,36.96,-122.3658333,,
185,200-fm (366-m) Contour - Coastwide - Petrale ,36,55.69,N,122,22.32,W,36.92816667,-122.372,,
186,200-fm (366-m) Contour - Coastwide - Petrale ,36,52.27,N,122,13.17,W,36.87116667,-122.2195,,
187,200-fm (366-m) Contour - Coastwide - Petrale ,36,47.38,N,122,07.62,W,36.78966667,-122.127,,
188,200-fm (366-m) Contour - Coastwide - Petrale ,36,47.27,N,122,03.77,W,36.78783333,-122.0628333,,
189,200-fm (366-m) Contour - Coastwide - Petrale ,36,24.12,N,121,59.74,W,36.402,-121.9956667,,
190,200-fm (366-m) Contour - Coastwide - Petrale ,36,21.99,N,122,01.01,W,36.3665,-122.0168333,,
191,200-fm (366-m) Contour - Coastwide - Petrale ,36,19.56,N,122,05.88,W,36.326,-122.098,,
192,200-fm (366-m) Contour - Coastwide - Petrale ,36,14.63,N,122,01.10,W,36.24383333,-122.0183333,,
193,200-fm (366-m) Contour - Coastwide - Petrale ,36,09.74,N,121,45.01,W,36.16233333,-121.7501667,,
194,200-fm (366-m) Contour - Coastwide - Petrale ,36,06.69,N,121,40.77,W,36.1115,-121.6795,,
195,200-fm (366-m) Contour - Coastwide - Petrale ,36,00.00,N,121,36.01,W,36,-121.6001667,,
196,200-fm (366-m) Contour - Coastwide - Petrale ,35,56.54,N,121,33.27,W,35.94233333,-121.5545,,
197,200-fm (366-m) Contour - Coastwide - Petrale ,35,52.21,N,121,32.46,W,35.87016667,-121.541,,
198,200-fm (366-m) Contour - Coastwide - Petrale ,35,51.21,N,121,30.94,W,35.8535,-121.5156667,,
199,200-fm (366-m) Contour - Coastwide - Petrale ,35,46.28,N,121,30.29,W,35.77133333,-121.5048333,,
200,200-fm (366-m) Contour - Coastwide - Petrale ,35,33.68,N,121,20.09,W,35.56133333,-121.3348333,,
201,200-fm (366-m) Contour - Coastwide - Petrale ,35,31.33,N,121,15.22,W,35.52216667,-121.2536667,,
202,200-fm (366-m) Contour - Coastwide - Petrale ,35,23.29,N,121,11.41,W,35.38816667,-121.1901667,,
203,200-fm (366-m) Contour - Coastwide - Petrale ,35,15.26,N,121,04.49,W,35.25433333,-121.0748333,,
204,200-fm (366-m) Contour - Coastwide - Petrale ,35,07.05,N,121,00.26,W,35.1175,-121.0043333,,
205,200-fm (366-m) Contour - Coastwide - Petrale ,35,07.46,N,120,57.10,W,35.12433333,-120.9516667,,
206,200-fm (366-m) Contour - Coastwide - Petrale ,34,44.29,N,120,54.28,W,34.73816667,-120.9046667,,
207,200-fm (366-m) Contour - Coastwide - Petrale ,34,44.24,N,120,57.69,W,34.73733333,-120.9615,,
208,200-fm (366-m) Contour - Coastwide - Petrale ,34,39.06,N,120,55.01,W,34.651,-120.9168333,,
209,200-fm (366-m) Contour - Coastwide - Petrale ,34,19.08,N,120,31.21,W,34.318,-120.5201667,,
210,200-fm (366-m) Contour - Coastwide - Petrale ,34,27.00,N,120,42.61,W,34.45,-120.7101667,,
211,200-fm (366-m) Contour - Coastwide - Petrale ,34,17.72,N,120,19.26,W,34.29533333,-120.321,,
212,200-fm (366-m) Contour - Coastwide - Petrale ,34,22.45,N,120,12.81,W,34.37416667,-120.2135,,
213,200-fm (366-m) Contour - Coastwide - Petrale ,34,21.36,N,119,54.88,W,34.356,-119.9146667,,
214,200-fm (366-m) Contour - Coastwide - Petrale ,34,09.95,N,119,46.18,W,34.16583333,-119.7696667,,
215,200-fm (366-m) Contour - Coastwide - Petrale ,34,09.08,N,119,57.53,W,34.15133333,-119.9588333,,
216,200-fm (366-m) Contour - Coastwide - Petrale ,34,07.53,N,120,06.35,W,34.1255,-120.1058333,,
217,200-fm (366-m) Contour - Coastwide - Petrale ,34,10.37,N,120,18.40,W,34.17283333,-120.3066667,,
218,200-fm (366-m) Contour - Coastwide - Petrale ,34,12.50,N,120,18.40,W,34.20833333,-120.3066667,,
219,200-fm (366-m) Contour - Coastwide - Petrale ,34,12.50,N,120,24.96,W,34.20833333,-120.416,,
220,200-fm (366-m) Contour - Coastwide - Petrale ,34,14.68,N,120,29.48,W,34.24466667,-120.4913333,,
221,200-fm (366-m) Contour - Coastwide - Petrale ,34,09.51,N,120,38.32,W,34.1585,-120.6386667,,
222,200-fm (366-m) Contour - Coastwide - Petrale ,34,04.66,N,120,36.29,W,34.07766667,-120.6048333,,
223,200-fm (366-m) Contour - Coastwide - Petrale ,34,02.21,N,120,36.29,W,34.03683333,-120.6048333,,
224,200-fm (366-m) Contour - Coastwide - Petrale ,34,02.21,N,120,34.65,W,34.03683333,-120.5775,,
225,200-fm (366-m) Contour - Coastwide - Petrale ,33,56.39,N,120,28.47,W,33.93983333,-120.4745,,
226,200-fm (366-m) Contour - Coastwide - Petrale ,33,50.40,N,120,10.00,W,33.84,-120.1666667,,
227,200-fm (366-m) Contour - Coastwide - Petrale ,33,37.96,N,120,00.08,W,33.63266667,-120.0013333,,
228,200-fm (366-m) Contour - Coastwide - Petrale ,33,34.52,N,119,51.84,W,33.57533333,-119.864,,
229,200-fm (366-m) Contour - Coastwide - Petrale ,33,35.51,N,119,48.49,W,33.59183333,-119.8081667,,
230,200-fm (366-m) Contour - Coastwide - Petrale ,33,42.76,N,119,47.77,W,33.71266667,-119.7961667,,
231,200-fm (366-m) Contour - Coastwide - Petrale ,33,51.63,N,119,53.00,W,33.8605,-119.8833333,,
232,200-fm (366-m) Contour - Coastwide - Petrale ,33,51.62,N,119,48.00,W,33.86033333,-119.8,,
233,200-fm (366-m) Contour - Coastwide - Petrale ,33,54.59,N,119,48.00,W,33.90983333,-119.8,,
234,200-fm (366-m) Contour - Coastwide - Petrale ,33,57.69,N,119,31.00,W,33.9615,-119.5166667,,
235,200-fm (366-m) Contour - Coastwide - Petrale ,33,54.11,N,119,31.00,W,33.90183333,-119.5166667,,
236,200-fm (366-m) Contour - Coastwide - Petrale ,33,54.11,N,119,26.00,W,33.90183333,-119.4333333,,
237,200-fm (366-m) Contour - Coastwide - Petrale ,33,57.94,N,119,26.00,W,33.96566667,-119.4333333,,
238,200-fm (366-m) Contour - Coastwide - Petrale ,33,58.88,N,119,20.06,W,33.98133333,-119.3343333,,
239,200-fm (366-m) Contour - Coastwide - Petrale ,34,02.65,N,119,15.11,W,34.04416667,-119.2518333,,
240,200-fm (366-m) Contour - Coastwide - Petrale ,33,59.02,N,119,02.99,W,33.98366667,-119.0498333,,
241,200-fm (366-m) Contour - Coastwide - Petrale ,33,57.61,N,118,42.07,W,33.96016667,-118.7011667,,
242,200-fm (366-m) Contour - Coastwide - Petrale ,33,50.76,N,118,37.98,W,33.846,-118.633,,
